"ID","Gene","TO_annotation","TO_ID"
"3337","GRMZM2G070943","plant morphology trait","TO:0000017"
"3338","GRMZM2G070943","plant structure morphology trait","TO:0000839"
"3339","GRMZM2G070943","whole plant morphology trait","TO:0000398"
"3340","GRMZM2G070943","whole plant size","TO:1000012"
"3341","GRMZM2G070943","plant height","TO:0000207"
"3342","GRMZM2G070899","plant morphology trait","TO:0000017"
"3343","GRMZM2G070899","plant structure morphology trait","TO:0000839"
"3344","GRMZM2G070899","whole plant morphology trait","TO:0000398"
"3345","GRMZM2G070899","whole plant size","TO:1000012"
"3346","GRMZM2G070899","plant height","TO:0000207"
"3347","GRMZM2G011832","plant morphology trait","TO:0000017"
"3348","GRMZM2G011832","plant structure morphology trait","TO:0000839"
"3349","GRMZM2G011832","whole plant morphology trait","TO:0000398"
"3350","GRMZM2G011832","whole plant size","TO:1000012"
"3351","GRMZM2G011832","plant height","TO:0000207"
"3352","GRMZM2G011912","plant morphology trait","TO:0000017"
"3353","GRMZM2G011912","plant structure morphology trait","TO:0000839"
"3354","GRMZM2G011912","whole plant morphology trait","TO:0000398"
"3355","GRMZM2G011912","whole plant size","TO:1000012"
"3356","GRMZM2G011912","plant height","TO:0000207"
"3357","GRMZM2G329177","plant morphology trait","TO:0000017"
"3358","GRMZM2G329177","plant structure morphology trait","TO:0000839"
"3359","GRMZM2G329177","whole plant morphology trait","TO:0000398"
"3360","GRMZM2G329177","whole plant size","TO:1000012"
"3361","GRMZM2G329177","plant height","TO:0000207"
"3362","GRMZM2G086269","plant morphology trait","TO:0000017"
"3363","GRMZM2G086269","plant structure morphology trait","TO:0000839"
"3364","GRMZM2G086269","whole plant morphology trait","TO:0000398"
"3365","GRMZM2G086269","whole plant size","TO:1000012"
"3366","GRMZM2G086269","plant height","TO:0000207"
"3367","GRMZM2G042552","plant morphology trait","TO:0000017"
"3368","GRMZM2G042552","plant structure morphology trait","TO:0000839"
"3369","GRMZM2G042552","whole plant morphology trait","TO:0000398"
"3370","GRMZM2G042552","whole plant size","TO:1000012"
"3371","GRMZM2G042552","plant height","TO:0000207"
"3372","GRMZM2G042539","plant morphology trait","TO:0000017"
"3373","GRMZM2G042539","plant structure morphology trait","TO:0000839"
"3374","GRMZM2G042539","whole plant morphology trait","TO:0000398"
"3375","GRMZM2G042539","whole plant size","TO:1000012"
"3376","GRMZM2G042539","plant height","TO:0000207"
"3377","GRMZM2G042250","plant morphology trait","TO:0000017"
"3378","GRMZM2G042250","plant structure morphology trait","TO:0000839"
"3379","GRMZM2G042250","whole plant morphology trait","TO:0000398"
"3380","GRMZM2G042250","whole plant size","TO:1000012"
"3381","GRMZM2G042250","plant height","TO:0000207"
"3382","GRMZM2G041881","plant morphology trait","TO:0000017"
"3383","GRMZM2G041881","plant structure morphology trait","TO:0000839"
"3384","GRMZM2G041881","whole plant morphology trait","TO:0000398"
"3385","GRMZM2G041881","whole plant size","TO:1000012"
"3386","GRMZM2G041881","plant height","TO:0000207"
"3387","GRMZM2G006673","plant morphology trait","TO:0000017"
"3388","GRMZM2G006673","plant structure morphology trait","TO:0000839"
"3389","GRMZM2G006673","whole plant morphology trait","TO:0000398"
"3390","GRMZM2G006673","whole plant size","TO:1000012"
"3391","GRMZM2G006673","plant height","TO:0000207"
"3392","GRMZM2G007025","plant morphology trait","TO:0000017"
"3393","GRMZM2G007025","plant structure morphology trait","TO:0000839"
"3394","GRMZM2G007025","whole plant morphology trait","TO:0000398"
"3395","GRMZM2G007025","whole plant size","TO:1000012"
"3396","GRMZM2G007025","plant height","TO:0000207"
"3397","GRMZM2G015384","plant morphology trait","TO:0000017"
"3398","GRMZM2G015384","plant structure morphology trait","TO:0000839"
"3399","GRMZM2G015384","whole plant morphology trait","TO:0000398"
"3400","GRMZM2G015384","whole plant size","TO:1000012"
"3401","GRMZM2G015384","plant height","TO:0000207"
"3402","GRMZM2G137366","plant morphology trait","TO:0000017"
"3403","GRMZM2G137366","plant structure morphology trait","TO:0000839"
"3404","GRMZM2G137366","whole plant morphology trait","TO:0000398"
"3405","GRMZM2G137366","whole plant size","TO:1000012"
"3406","GRMZM2G137366","plant height","TO:0000207"
"3407","GRMZM2G093828","plant morphology trait","TO:0000017"
"3408","GRMZM2G093828","plant structure morphology trait","TO:0000839"
"3409","GRMZM2G093828","whole plant morphology trait","TO:0000398"
"3410","GRMZM2G093828","whole plant size","TO:1000012"
"3411","GRMZM2G093828","plant height","TO:0000207"
"3412","GRMZM2G093809","plant morphology trait","TO:0000017"
"3413","GRMZM2G093809","plant structure morphology trait","TO:0000839"
"3414","GRMZM2G093809","whole plant morphology trait","TO:0000398"
"3415","GRMZM2G093809","whole plant size","TO:1000012"
"3416","GRMZM2G093809","plant height","TO:0000207"
"3417","AC212323.4_FG010","plant morphology trait","TO:0000017"
"3418","AC212323.4_FG010","plant structure morphology trait","TO:0000839"
"3419","AC212323.4_FG010","whole plant morphology trait","TO:0000398"
"3420","AC212323.4_FG010","whole plant size","TO:1000012"
"3421","AC212323.4_FG010","plant height","TO:0000207"
"3422","GRMZM2G392791","plant morphology trait","TO:0000017"
"3423","GRMZM2G392791","plant structure morphology trait","TO:0000839"
"3424","GRMZM2G392791","whole plant morphology trait","TO:0000398"
"3425","GRMZM2G392791","whole plant size","TO:1000012"
"3426","GRMZM2G392791","plant height","TO:0000207"
"3427","GRMZM2G093755","plant morphology trait","TO:0000017"
"3428","GRMZM2G093755","plant structure morphology trait","TO:0000839"
"3429","GRMZM2G093755","whole plant morphology trait","TO:0000398"
"3430","GRMZM2G093755","whole plant size","TO:1000012"
"3431","GRMZM2G093755","plant height","TO:0000207"
"3432","GRMZM2G161335","plant morphology trait","TO:0000017"
"3433","GRMZM2G161335","plant structure morphology trait","TO:0000839"
"3434","GRMZM2G161335","whole plant morphology trait","TO:0000398"
"3435","GRMZM2G161335","whole plant size","TO:1000012"
"3436","GRMZM2G161335","plant height","TO:0000207"
"3437","GRMZM2G461269","plant morphology trait","TO:0000017"
"3438","GRMZM2G461269","plant structure morphology trait","TO:0000839"
"3439","GRMZM2G461269","whole plant morphology trait","TO:0000398"
"3440","GRMZM2G461269","whole plant size","TO:1000012"
"3441","GRMZM2G461269","plant height","TO:0000207"
"3442","GRMZM2G461278","plant morphology trait","TO:0000017"
"3443","GRMZM2G461278","plant structure morphology trait","TO:0000839"
"3444","GRMZM2G461278","whole plant morphology trait","TO:0000398"
"3445","GRMZM2G461278","whole plant size","TO:1000012"
"3446","GRMZM2G461278","plant height","TO:0000207"
"3447","GRMZM2G085411","plant morphology trait","TO:0000017"
"3448","GRMZM2G085411","plant structure morphology trait","TO:0000839"
"3449","GRMZM2G085411","whole plant morphology trait","TO:0000398"
"3450","GRMZM2G085411","whole plant size","TO:1000012"
"3451","GRMZM2G085411","plant height","TO:0000207"
"3452","GRMZM2G085474","plant morphology trait","TO:0000017"
"3453","GRMZM2G085474","plant structure morphology trait","TO:0000839"
"3454","GRMZM2G085474","whole plant morphology trait","TO:0000398"
"3455","GRMZM2G085474","whole plant size","TO:1000012"
"3456","GRMZM2G085474","plant height","TO:0000207"
"3457","GRMZM2G129597","plant morphology trait","TO:0000017"
"3458","GRMZM2G129597","plant structure morphology trait","TO:0000839"
"3459","GRMZM2G129597","whole plant morphology trait","TO:0000398"
"3460","GRMZM2G129597","whole plant size","TO:1000012"
"3461","GRMZM2G129597","plant height","TO:0000207"
"3462","GRMZM2G023847","plant morphology trait","TO:0000017"
"3463","GRMZM2G023847","plant structure morphology trait","TO:0000839"
"3464","GRMZM2G023847","whole plant morphology trait","TO:0000398"
"3465","GRMZM2G023847","whole plant size","TO:1000012"
"3466","GRMZM2G023847","plant height","TO:0000207"
"3467","GRMZM2G023791","plant morphology trait","TO:0000017"
"3468","GRMZM2G023791","plant structure morphology trait","TO:0000839"
"3469","GRMZM2G023791","whole plant morphology trait","TO:0000398"
"3470","GRMZM2G023791","whole plant size","TO:1000012"
"3471","GRMZM2G023791","plant height","TO:0000207"
"3472","GRMZM2G023591","plant morphology trait","TO:0000017"
"3473","GRMZM2G023591","plant structure morphology trait","TO:0000839"
"3474","GRMZM2G023591","whole plant morphology trait","TO:0000398"
"3475","GRMZM2G023591","whole plant size","TO:1000012"
"3476","GRMZM2G023591","plant height","TO:0000207"
"3477","GRMZM2G023313","plant morphology trait","TO:0000017"
"3478","GRMZM2G023313","plant structure morphology trait","TO:0000839"
"3479","GRMZM2G023313","whole plant morphology trait","TO:0000398"
"3480","GRMZM2G023313","whole plant size","TO:1000012"
"3481","GRMZM2G023313","plant height","TO:0000207"
"3482","GRMZM2G175574","plant morphology trait","TO:0000017"
"3483","GRMZM2G175574","plant structure morphology trait","TO:0000839"
"3484","GRMZM2G175574","whole plant morphology trait","TO:0000398"
"3485","GRMZM2G175574","whole plant size","TO:1000012"
"3486","GRMZM2G175574","plant height","TO:0000207"
"3487","AC186606.4_FG003","plant morphology trait","TO:0000017"
"3488","AC186606.4_FG003","plant structure morphology trait","TO:0000839"
"3489","AC186606.4_FG003","whole plant morphology trait","TO:0000398"
"3490","AC186606.4_FG003","whole plant size","TO:1000012"
"3491","AC186606.4_FG003","plant height","TO:0000207"
"3492","GRMZM2G166355","plant morphology trait","TO:0000017"
"3493","GRMZM2G166355","plant structure morphology trait","TO:0000839"
"3494","GRMZM2G166355","whole plant morphology trait","TO:0000398"
"3495","GRMZM2G166355","whole plant size","TO:1000012"
"3496","GRMZM2G166355","plant height","TO:0000207"
"3497","GRMZM2G166407","plant morphology trait","TO:0000017"
"3498","GRMZM2G166407","plant structure morphology trait","TO:0000839"
"3499","GRMZM2G166407","whole plant morphology trait","TO:0000398"
"3500","GRMZM2G166407","whole plant size","TO:1000012"
"3501","GRMZM2G166407","plant height","TO:0000207"
"3502","GRMZM2G084149","plant morphology trait","TO:0000017"
"3503","GRMZM2G084149","plant structure morphology trait","TO:0000839"
"3504","GRMZM2G084149","whole plant morphology trait","TO:0000398"
"3505","GRMZM2G084149","whole plant size","TO:1000012"
"3506","GRMZM2G084149","plant height","TO:0000207"
"3507","GRMZM2G703850","plant morphology trait","TO:0000017"
"3508","GRMZM2G703850","plant structure morphology trait","TO:0000839"
"3509","GRMZM2G703850","whole plant morphology trait","TO:0000398"
"3510","GRMZM2G703850","whole plant size","TO:1000012"
"3511","GRMZM2G703850","plant height","TO:0000207"
"3512","GRMZM5G821426","plant morphology trait","TO:0000017"
"3513","GRMZM5G821426","plant structure morphology trait","TO:0000839"
"3514","GRMZM5G821426","whole plant morphology trait","TO:0000398"
"3515","GRMZM5G821426","whole plant size","TO:1000012"
"3516","GRMZM5G821426","plant height","TO:0000207"
"3517","GRMZM2G337191","plant morphology trait","TO:0000017"
"3518","GRMZM2G337191","plant structure morphology trait","TO:0000839"
"3519","GRMZM2G337191","whole plant morphology trait","TO:0000398"
"3520","GRMZM2G337191","whole plant size","TO:1000012"
"3521","GRMZM2G337191","plant height","TO:0000207"
"3522","GRMZM2G337190","plant morphology trait","TO:0000017"
"3523","GRMZM2G337190","plant structure morphology trait","TO:0000839"
"3524","GRMZM2G337190","whole plant morphology trait","TO:0000398"
"3525","GRMZM2G337190","whole plant size","TO:1000012"
"3526","GRMZM2G337190","plant height","TO:0000207"
"3527","GRMZM2G026664","plant morphology trait","TO:0000017"
"3528","GRMZM2G026664","plant structure morphology trait","TO:0000839"
"3529","GRMZM2G026664","whole plant morphology trait","TO:0000398"
"3530","GRMZM2G026664","whole plant size","TO:1000012"
"3531","GRMZM2G026664","plant height","TO:0000207"
"3532","GRMZM2G329909","plant morphology trait","TO:0000017"
"3533","GRMZM2G329909","plant structure morphology trait","TO:0000839"
"3534","GRMZM2G329909","whole plant morphology trait","TO:0000398"
"3535","GRMZM2G329909","whole plant size","TO:1000012"
"3536","GRMZM2G329909","plant height","TO:0000207"
"3537","GRMZM5G896294","plant morphology trait","TO:0000017"
"3538","GRMZM5G896294","plant structure morphology trait","TO:0000839"
"3539","GRMZM5G896294","whole plant morphology trait","TO:0000398"
"3540","GRMZM5G896294","whole plant size","TO:1000012"
"3541","GRMZM5G896294","plant height","TO:0000207"
"3542","GRMZM2G386209","plant morphology trait","TO:0000017"
"3543","GRMZM2G386209","plant structure morphology trait","TO:0000839"
"3544","GRMZM2G386209","whole plant morphology trait","TO:0000398"
"3545","GRMZM2G386209","whole plant size","TO:1000012"
"3546","GRMZM2G386209","plant height","TO:0000207"
"3547","GRMZM2G012123","plant morphology trait","TO:0000017"
"3548","GRMZM2G012123","plant structure morphology trait","TO:0000839"
"3549","GRMZM2G012123","whole plant morphology trait","TO:0000398"
"3550","GRMZM2G012123","whole plant size","TO:1000012"
"3551","GRMZM2G012123","plant height","TO:0000207"
"3552","GRMZM2G012453","plant morphology trait","TO:0000017"
"3553","GRMZM2G012453","plant structure morphology trait","TO:0000839"
"3554","GRMZM2G012453","whole plant morphology trait","TO:0000398"
"3555","GRMZM2G012453","whole plant size","TO:1000012"
"3556","GRMZM2G012453","plant height","TO:0000207"
"3557","GRMZM2G424241","plant morphology trait","TO:0000017"
"3558","GRMZM2G424241","plant structure morphology trait","TO:0000839"
"3559","GRMZM2G424241","whole plant morphology trait","TO:0000398"
"3560","GRMZM2G424241","whole plant size","TO:1000012"
"3561","GRMZM2G424241","plant height","TO:0000207"
"3562","GRMZM2G309731","plant morphology trait","TO:0000017"
"3563","GRMZM2G309731","plant structure morphology trait","TO:0000839"
"3564","GRMZM2G309731","whole plant morphology trait","TO:0000398"
"3565","GRMZM2G309731","whole plant size","TO:1000012"
"3566","GRMZM2G309731","plant height","TO:0000207"
"3567","GRMZM2G041797","plant morphology trait","TO:0000017"
"3568","GRMZM2G041797","plant structure morphology trait","TO:0000839"
"3569","GRMZM2G041797","whole plant morphology trait","TO:0000398"
"3570","GRMZM2G041797","whole plant size","TO:1000012"
"3571","GRMZM2G041797","plant height","TO:0000207"
"3572","GRMZM2G069476","plant morphology trait","TO:0000017"
"3573","GRMZM2G069476","plant structure morphology trait","TO:0000839"
"3574","GRMZM2G069476","whole plant morphology trait","TO:0000398"
"3575","GRMZM2G069476","whole plant size","TO:1000012"
"3576","GRMZM2G069476","plant height","TO:0000207"
"3577","GRMZM2G069594","plant morphology trait","TO:0000017"
"3578","GRMZM2G069594","plant structure morphology trait","TO:0000839"
"3579","GRMZM2G069594","whole plant morphology trait","TO:0000398"
"3580","GRMZM2G069594","whole plant size","TO:1000012"
"3581","GRMZM2G069594","plant height","TO:0000207"
"3582","GRMZM2G175396","plant morphology trait","TO:0000017"
"3583","GRMZM2G175396","plant structure morphology trait","TO:0000839"
"3584","GRMZM2G175396","whole plant morphology trait","TO:0000398"
"3585","GRMZM2G175396","whole plant size","TO:1000012"
"3586","GRMZM2G175396","plant height","TO:0000207"
"3587","GRMZM2G175423","plant morphology trait","TO:0000017"
"3588","GRMZM2G175423","plant structure morphology trait","TO:0000839"
"3589","GRMZM2G175423","whole plant morphology trait","TO:0000398"
"3590","GRMZM2G175423","whole plant size","TO:1000012"
"3591","GRMZM2G175423","plant height","TO:0000207"
"3592","GRMZM2G175856","plant morphology trait","TO:0000017"
"3593","GRMZM2G175856","plant structure morphology trait","TO:0000839"
"3594","GRMZM2G175856","whole plant morphology trait","TO:0000398"
"3595","GRMZM2G175856","whole plant size","TO:1000012"
"3596","GRMZM2G175856","plant height","TO:0000207"
"3597","AC203363.3_FG007","plant morphology trait","TO:0000017"
"3598","AC203363.3_FG007","plant structure morphology trait","TO:0000839"
"3599","AC203363.3_FG007","whole plant morphology trait","TO:0000398"
"3600","AC203363.3_FG007","whole plant size","TO:1000012"
"3601","AC203363.3_FG007","plant height","TO:0000207"
"3602","GRMZM2G017110","plant morphology trait","TO:0000017"
"3603","GRMZM2G017110","plant structure morphology trait","TO:0000839"
"3604","GRMZM2G017110","whole plant morphology trait","TO:0000398"
"3605","GRMZM2G017110","whole plant size","TO:1000012"
"3606","GRMZM2G017110","plant height","TO:0000207"
"3607","GRMZM2G334639","plant morphology trait","TO:0000017"
"3608","GRMZM2G334639","plant structure morphology trait","TO:0000839"
"3609","GRMZM2G334639","whole plant morphology trait","TO:0000398"
"3610","GRMZM2G334639","whole plant size","TO:1000012"
"3611","GRMZM2G334639","plant height","TO:0000207"
"3612","GRMZM2G031169","plant morphology trait","TO:0000017"
"3613","GRMZM2G031169","plant structure morphology trait","TO:0000839"
"3614","GRMZM2G031169","whole plant morphology trait","TO:0000398"
"3615","GRMZM2G031169","whole plant size","TO:1000012"
"3616","GRMZM2G031169","plant height","TO:0000207"
"3617","AC206031.3_FG007","plant morphology trait","TO:0000017"
"3618","AC206031.3_FG007","plant structure morphology trait","TO:0000839"
"3619","AC206031.3_FG007","whole plant morphology trait","TO:0000398"
"3620","AC206031.3_FG007","whole plant size","TO:1000012"
"3621","AC206031.3_FG007","plant height","TO:0000207"
"3622","GRMZM2G031065","plant morphology trait","TO:0000017"
"3623","GRMZM2G031065","plant structure morphology trait","TO:0000839"
"3624","GRMZM2G031065","whole plant morphology trait","TO:0000398"
"3625","GRMZM2G031065","whole plant size","TO:1000012"
"3626","GRMZM2G031065","plant height","TO:0000207"
"3627","GRMZM2G448142","plant morphology trait","TO:0000017"
"3628","GRMZM2G448142","plant structure morphology trait","TO:0000839"
"3629","GRMZM2G448142","whole plant morphology trait","TO:0000398"
"3630","GRMZM2G448142","whole plant size","TO:1000012"
"3631","GRMZM2G448142","plant height","TO:0000207"
"3632","GRMZM2G448151","plant morphology trait","TO:0000017"
"3633","GRMZM2G448151","plant structure morphology trait","TO:0000839"
"3634","GRMZM2G448151","whole plant morphology trait","TO:0000398"
"3635","GRMZM2G448151","whole plant size","TO:1000012"
"3636","GRMZM2G448151","plant height","TO:0000207"
"3637","GRMZM2G448161","plant morphology trait","TO:0000017"
"3638","GRMZM2G448161","plant structure morphology trait","TO:0000839"
"3639","GRMZM2G448161","whole plant morphology trait","TO:0000398"
"3640","GRMZM2G448161","whole plant size","TO:1000012"
"3641","GRMZM2G448161","plant height","TO:0000207"
"3642","GRMZM2G448174","plant morphology trait","TO:0000017"
"3643","GRMZM2G448174","plant structure morphology trait","TO:0000839"
"3644","GRMZM2G448174","whole plant morphology trait","TO:0000398"
"3645","GRMZM2G448174","whole plant size","TO:1000012"
"3646","GRMZM2G448174","plant height","TO:0000207"
"3647","GRMZM2G448344","plant morphology trait","TO:0000017"
"3648","GRMZM2G448344","plant structure morphology trait","TO:0000839"
"3649","GRMZM2G448344","whole plant morphology trait","TO:0000398"
"3650","GRMZM2G448344","whole plant size","TO:1000012"
"3651","GRMZM2G448344","plant height","TO:0000207"
"3652","GRMZM2G319357","plant morphology trait","TO:0000017"
"3653","GRMZM2G319357","plant structure morphology trait","TO:0000839"
"3654","GRMZM2G319357","whole plant morphology trait","TO:0000398"
"3655","GRMZM2G319357","whole plant size","TO:1000012"
"3656","GRMZM2G319357","plant height","TO:0000207"
"3657","AC212244.4_FG004","plant morphology trait","TO:0000017"
"3658","AC212244.4_FG004","plant structure morphology trait","TO:0000839"
"3659","AC212244.4_FG004","whole plant morphology trait","TO:0000398"
"3660","AC212244.4_FG004","whole plant size","TO:1000012"
"3661","AC212244.4_FG004","plant height","TO:0000207"
"3662","GRMZM2G122126","plant morphology trait","TO:0000017"
"3663","GRMZM2G122126","plant structure morphology trait","TO:0000839"
"3664","GRMZM2G122126","whole plant morphology trait","TO:0000398"
"3665","GRMZM2G122126","whole plant size","TO:1000012"
"3666","GRMZM2G122126","plant height","TO:0000207"
"3667","GRMZM2G016521","plant morphology trait","TO:0000017"
"3668","GRMZM2G016521","plant structure morphology trait","TO:0000839"
"3669","GRMZM2G016521","whole plant morphology trait","TO:0000398"
"3670","GRMZM2G016521","whole plant size","TO:1000012"
"3671","GRMZM2G016521","plant height","TO:0000207"
"3672","GRMZM2G131434","plant morphology trait","TO:0000017"
"3673","GRMZM2G131434","plant structure morphology trait","TO:0000839"
"3674","GRMZM2G131434","whole plant morphology trait","TO:0000398"
"3675","GRMZM2G131434","whole plant size","TO:1000012"
"3676","GRMZM2G131434","plant height","TO:0000207"
"3677","GRMZM2G429940","plant morphology trait","TO:0000017"
"3678","GRMZM2G429940","plant structure morphology trait","TO:0000839"
"3679","GRMZM2G429940","whole plant morphology trait","TO:0000398"
"3680","GRMZM2G429940","whole plant size","TO:1000012"
"3681","GRMZM2G429940","plant height","TO:0000207"
"3682","GRMZM2G142249","plant morphology trait","TO:0000017"
"3683","GRMZM2G142249","plant structure morphology trait","TO:0000839"
"3684","GRMZM2G142249","whole plant morphology trait","TO:0000398"
"3685","GRMZM2G142249","whole plant size","TO:1000012"
"3686","GRMZM2G142249","plant height","TO:0000207"
"3687","GRMZM2G440313","plant morphology trait","TO:0000017"
"3688","GRMZM2G440313","plant structure morphology trait","TO:0000839"
"3689","GRMZM2G440313","whole plant morphology trait","TO:0000398"
"3690","GRMZM2G440313","whole plant size","TO:1000012"
"3691","GRMZM2G440313","plant height","TO:0000207"
"3692","GRMZM2G141214","plant morphology trait","TO:0000017"
"3693","GRMZM2G141214","plant structure morphology trait","TO:0000839"
"3694","GRMZM2G141214","whole plant morphology trait","TO:0000398"
"3695","GRMZM2G141214","whole plant size","TO:1000012"
"3696","GRMZM2G141214","plant height","TO:0000207"
"3697","GRMZM2G364127","plant morphology trait","TO:0000017"
"3698","GRMZM2G364127","plant structure morphology trait","TO:0000839"
"3699","GRMZM2G364127","whole plant morphology trait","TO:0000398"
"3700","GRMZM2G364127","whole plant size","TO:1000012"
"3701","GRMZM2G364127","plant height","TO:0000207"
"3702","GRMZM2G065498","plant morphology trait","TO:0000017"
"3703","GRMZM2G065498","plant structure morphology trait","TO:0000839"
"3704","GRMZM2G065498","whole plant morphology trait","TO:0000398"
"3705","GRMZM2G065498","whole plant size","TO:1000012"
"3706","GRMZM2G065498","plant height","TO:0000207"
"3707","GRMZM2G364069","plant morphology trait","TO:0000017"
"3708","GRMZM2G364069","plant structure morphology trait","TO:0000839"
"3709","GRMZM2G364069","whole plant morphology trait","TO:0000398"
"3710","GRMZM2G364069","whole plant size","TO:1000012"
"3711","GRMZM2G364069","plant height","TO:0000207"
"3712","GRMZM2G009843","plant morphology trait","TO:0000017"
"3713","GRMZM2G009843","plant structure morphology trait","TO:0000839"
"3714","GRMZM2G009843","whole plant morphology trait","TO:0000398"
"3715","GRMZM2G009843","whole plant size","TO:1000012"
"3716","GRMZM2G009843","plant height","TO:0000207"
"3717","GRMZM2G010037","plant morphology trait","TO:0000017"
"3718","GRMZM2G010037","plant structure morphology trait","TO:0000839"
"3719","GRMZM2G010037","whole plant morphology trait","TO:0000398"
"3720","GRMZM2G010037","whole plant size","TO:1000012"
"3721","GRMZM2G010037","plant height","TO:0000207"
"3722","GRMZM2G010052","plant morphology trait","TO:0000017"
"3723","GRMZM2G010052","plant structure morphology trait","TO:0000839"
"3724","GRMZM2G010052","whole plant morphology trait","TO:0000398"
"3725","GRMZM2G010052","whole plant size","TO:1000012"
"3726","GRMZM2G010052","plant height","TO:0000207"
"3727","GRMZM2G456690","plant morphology trait","TO:0000017"
"3728","GRMZM2G456690","plant structure morphology trait","TO:0000839"
"3729","GRMZM2G456690","whole plant morphology trait","TO:0000398"
"3730","GRMZM2G456690","whole plant size","TO:1000012"
"3731","GRMZM2G456690","plant height","TO:0000207"
"3732","GRMZM2G058158","plant morphology trait","TO:0000017"
"3733","GRMZM2G058158","plant structure morphology trait","TO:0000839"
"3734","GRMZM2G058158","whole plant morphology trait","TO:0000398"
"3735","GRMZM2G058158","whole plant size","TO:1000012"
"3736","GRMZM2G058158","plant height","TO:0000207"
"3737","GRMZM2G058144","plant morphology trait","TO:0000017"
"3738","GRMZM2G058144","plant structure morphology trait","TO:0000839"
"3739","GRMZM2G058144","whole plant morphology trait","TO:0000398"
"3740","GRMZM2G058144","whole plant size","TO:1000012"
"3741","GRMZM2G058144","plant height","TO:0000207"
"3742","GRMZM2G058032","plant morphology trait","TO:0000017"
"3743","GRMZM2G058032","plant structure morphology trait","TO:0000839"
"3744","GRMZM2G058032","whole plant morphology trait","TO:0000398"
"3745","GRMZM2G058032","whole plant size","TO:1000012"
"3746","GRMZM2G058032","plant height","TO:0000207"
"3747","GRMZM2G057935","plant morphology trait","TO:0000017"
"3748","GRMZM2G057935","plant structure morphology trait","TO:0000839"
"3749","GRMZM2G057935","whole plant morphology trait","TO:0000398"
"3750","GRMZM2G057935","whole plant size","TO:1000012"
"3751","GRMZM2G057935","plant height","TO:0000207"
"3752","GRMZM2G024231","plant morphology trait","TO:0000017"
"3753","GRMZM2G024231","plant structure morphology trait","TO:0000839"
"3754","GRMZM2G024231","whole plant morphology trait","TO:0000398"
"3755","GRMZM2G024231","whole plant size","TO:1000012"
"3756","GRMZM2G024231","plant height","TO:0000207"
"3757","GRMZM2G024548","plant morphology trait","TO:0000017"
"3758","GRMZM2G024548","plant structure morphology trait","TO:0000839"
"3759","GRMZM2G024548","whole plant morphology trait","TO:0000398"
"3760","GRMZM2G024548","whole plant size","TO:1000012"
"3761","GRMZM2G024548","plant height","TO:0000207"
"3762","GRMZM2G132971","plant morphology trait","TO:0000017"
"3763","GRMZM2G132971","plant structure morphology trait","TO:0000839"
"3764","GRMZM2G132971","whole plant morphology trait","TO:0000398"
"3765","GRMZM2G132971","whole plant size","TO:1000012"
"3766","GRMZM2G132971","plant height","TO:0000207"
"3767","GRMZM2G133023","plant morphology trait","TO:0000017"
"3768","GRMZM2G133023","plant structure morphology trait","TO:0000839"
"3769","GRMZM2G133023","whole plant morphology trait","TO:0000398"
"3770","GRMZM2G133023","whole plant size","TO:1000012"
"3771","GRMZM2G133023","plant height","TO:0000207"
"3772","GRMZM2G084389","plant morphology trait","TO:0000017"
"3773","GRMZM2G084389","plant structure morphology trait","TO:0000839"
"3774","GRMZM2G084389","whole plant morphology trait","TO:0000398"
"3775","GRMZM2G084389","whole plant size","TO:1000012"
"3776","GRMZM2G084389","plant height","TO:0000207"
"3777","GRMZM2G383790","plant morphology trait","TO:0000017"
"3778","GRMZM2G383790","plant structure morphology trait","TO:0000839"
"3779","GRMZM2G383790","whole plant morphology trait","TO:0000398"
"3780","GRMZM2G383790","whole plant size","TO:1000012"
"3781","GRMZM2G383790","plant height","TO:0000207"
"3782","GRMZM2G110306","plant morphology trait","TO:0000017"
"3783","GRMZM2G110306","plant structure morphology trait","TO:0000839"
"3784","GRMZM2G110306","whole plant morphology trait","TO:0000398"
"3785","GRMZM2G110306","whole plant size","TO:1000012"
"3786","GRMZM2G110306","plant height","TO:0000207"
"3787","GRMZM5G866423","plant morphology trait","TO:0000017"
"3788","GRMZM5G866423","plant structure morphology trait","TO:0000839"
"3789","GRMZM5G866423","whole plant morphology trait","TO:0000398"
"3790","GRMZM5G866423","whole plant size","TO:1000012"
"3791","GRMZM5G866423","plant height","TO:0000207"
"3792","GRMZM2G703918","plant morphology trait","TO:0000017"
"3793","GRMZM2G703918","plant structure morphology trait","TO:0000839"
"3794","GRMZM2G703918","whole plant morphology trait","TO:0000398"
"3795","GRMZM2G703918","whole plant size","TO:1000012"
"3796","GRMZM2G703918","plant height","TO:0000207"
"3797","AC210173.4_FG002","plant morphology trait","TO:0000017"
"3798","AC210173.4_FG002","plant structure morphology trait","TO:0000839"
"3799","AC210173.4_FG002","whole plant morphology trait","TO:0000398"
"3800","AC210173.4_FG002","whole plant size","TO:1000012"
"3801","AC210173.4_FG002","plant height","TO:0000207"
"3802","GRMZM2G058057","plant morphology trait","TO:0000017"
"3803","GRMZM2G058057","plant structure morphology trait","TO:0000839"
"3804","GRMZM2G058057","whole plant morphology trait","TO:0000398"
"3805","GRMZM2G058057","whole plant size","TO:1000012"
"3806","GRMZM2G058057","plant height","TO:0000207"
"3807","GRMZM2G058227","plant morphology trait","TO:0000017"
