"ID","Gene","TO_annotation","TO_ID"
"59","GRMZM2G169890","biochemical trait","TO:0000277"
"60","GRMZM2G169890","enzymatic activity and protein content related trait","TO:0000282"
"61","GRMZM2G169890","enzyme activity trait","TO:0000599"
"62","GRMZM2G169890","ADP glucose pyrophosphorylase activity trait","TO:0000284"
"63","GRMZM2G467072","biochemical trait","TO:0000277"
"64","GRMZM2G467072","enzymatic activity and protein content related trait","TO:0000282"
"65","GRMZM2G467072","enzyme activity trait","TO:0000599"
"66","GRMZM2G467072","ADP glucose pyrophosphorylase activity trait","TO:0000284"
"67","GRMZM2G147481","biochemical trait","TO:0000277"
"68","GRMZM2G147481","enzymatic activity and protein content related trait","TO:0000282"
"69","GRMZM2G147481","enzyme activity trait","TO:0000599"
"70","GRMZM2G147481","ADP glucose pyrophosphorylase activity trait","TO:0000284"
"71","GRMZM5G800112","biochemical trait","TO:0000277"
"72","GRMZM5G800112","enzymatic activity and protein content related trait","TO:0000282"
"73","GRMZM5G800112","enzyme activity trait","TO:0000599"
"74","GRMZM5G800112","ADP glucose pyrophosphorylase activity trait","TO:0000284"
"75","GRMZM2G039129","biochemical trait","TO:0000277"
"76","GRMZM2G039129","enzymatic activity and protein content related trait","TO:0000282"
"77","GRMZM2G039129","enzyme activity trait","TO:0000599"
"78","GRMZM2G039129","ADP glucose pyrophosphorylase activity trait","TO:0000284"
"79","GRMZM2G472693","biochemical trait","TO:0000277"
"80","GRMZM2G472693","enzymatic activity and protein content related trait","TO:0000282"
"81","GRMZM2G472693","enzyme activity trait","TO:0000599"
"82","GRMZM2G472693","ADP glucose pyrophosphorylase activity trait","TO:0000284"
"83","GRMZM2G173067","biochemical trait","TO:0000277"
"84","GRMZM2G173067","enzymatic activity and protein content related trait","TO:0000282"
"85","GRMZM2G173067","enzyme activity trait","TO:0000599"
"86","GRMZM2G173067","ADP glucose pyrophosphorylase activity trait","TO:0000284"
"87","GRMZM2G043584","biochemical trait","TO:0000277"
"88","GRMZM2G043584","enzymatic activity and protein content related trait","TO:0000282"
"89","GRMZM2G043584","enzyme activity trait","TO:0000599"
"90","GRMZM2G043584","ADP glucose pyrophosphorylase activity trait","TO:0000284"
"91","GRMZM2G107481","biochemical trait","TO:0000277"
"92","GRMZM2G107481","enzymatic activity and protein content related trait","TO:0000282"
"93","GRMZM2G107481","protein content","TO:0000598"
"94","GRMZM2G107481","glutamine synthetase content","TO:0000305"
"95","GRMZM2G107463","biochemical trait","TO:0000277"
"96","GRMZM2G107463","enzymatic activity and protein content related trait","TO:0000282"
"97","GRMZM2G107463","protein content","TO:0000598"
"98","GRMZM2G107463","glutamine synthetase content","TO:0000305"
"99","GRMZM2G085411","biochemical trait","TO:0000277"
"100","GRMZM2G085411","enzymatic activity and protein content related trait","TO:0000282"
"101","GRMZM2G085411","protein content","TO:0000598"
"102","GRMZM2G085411","glutamine synthetase content","TO:0000305"
"103","GRMZM2G085474","biochemical trait","TO:0000277"
"104","GRMZM2G085474","enzymatic activity and protein content related trait","TO:0000282"
"105","GRMZM2G085474","protein content","TO:0000598"
"106","GRMZM2G085474","glutamine synthetase content","TO:0000305"
"107","GRMZM2G479539","biochemical trait","TO:0000277"
"108","GRMZM2G479539","enzymatic activity and protein content related trait","TO:0000282"
"109","GRMZM2G479539","protein content","TO:0000598"
"110","GRMZM2G479539","glutamine synthetase content","TO:0000305"
"111","GRMZM2G112242","biochemical trait","TO:0000277"
"112","GRMZM2G112242","enzymatic activity and protein content related trait","TO:0000282"
"113","GRMZM2G112242","protein content","TO:0000598"
"114","GRMZM2G112242","glutamine synthetase content","TO:0000305"
"115","GRMZM2G411041","biochemical trait","TO:0000277"
"116","GRMZM2G411041","enzymatic activity and protein content related trait","TO:0000282"
"117","GRMZM2G411041","protein content","TO:0000598"
"118","GRMZM2G411041","glutamine synthetase content","TO:0000305"
"119","GRMZM2G147608","biochemical trait","TO:0000277"
"120","GRMZM2G147608","enzymatic activity and protein content related trait","TO:0000282"
"121","GRMZM2G147608","protein content","TO:0000598"
"122","GRMZM2G147608","glutamine synthetase content","TO:0000305"
"123","GRMZM2G147596","biochemical trait","TO:0000277"
"124","GRMZM2G147596","enzymatic activity and protein content related trait","TO:0000282"
"125","GRMZM2G147596","protein content","TO:0000598"
"126","GRMZM2G147596","glutamine synthetase content","TO:0000305"
"127","GRMZM2G147589","biochemical trait","TO:0000277"
"128","GRMZM2G147589","enzymatic activity and protein content related trait","TO:0000282"
"129","GRMZM2G147589","protein content","TO:0000598"
"130","GRMZM2G147589","glutamine synthetase content","TO:0000305"
"131","GRMZM2G113840","biochemical trait","TO:0000277"
"132","GRMZM2G113840","enzymatic activity and protein content related trait","TO:0000282"
"133","GRMZM2G113840","protein content","TO:0000598"
"134","GRMZM2G113840","glutamine synthetase content","TO:0000305"
"135","GRMZM2G152555","biochemical trait","TO:0000277"
"136","GRMZM2G152555","enzymatic activity and protein content related trait","TO:0000282"
"137","GRMZM2G152555","protein content","TO:0000598"
"138","GRMZM2G152555","glutamine synthetase content","TO:0000305"
"139","GRMZM2G564469","biochemical trait","TO:0000277"
"140","GRMZM2G564469","enzymatic activity and protein content related trait","TO:0000282"
"141","GRMZM2G564469","protein content","TO:0000598"
"142","GRMZM2G564469","glutamine synthetase content","TO:0000305"
"143","GRMZM2G136426","biochemical trait","TO:0000277"
"144","GRMZM2G136426","enzymatic activity and protein content related trait","TO:0000282"
"145","GRMZM2G136426","protein content","TO:0000598"
"146","GRMZM2G136426","glutamine synthetase content","TO:0000305"
"147","GRMZM2G127138","biochemical trait","TO:0000277"
"148","GRMZM2G127138","enzymatic activity and protein content related trait","TO:0000282"
"149","GRMZM2G127138","protein content","TO:0000598"
"150","GRMZM2G127138","soluble protein content","TO:0000325"
"151","GRMZM2G127150","biochemical trait","TO:0000277"
"152","GRMZM2G127150","enzymatic activity and protein content related trait","TO:0000282"
"153","GRMZM2G127150","protein content","TO:0000598"
"154","GRMZM2G127150","soluble protein content","TO:0000325"
"155","GRMZM2G127181","biochemical trait","TO:0000277"
"156","GRMZM2G127181","enzymatic activity and protein content related trait","TO:0000282"
"157","GRMZM2G127181","protein content","TO:0000598"
"158","GRMZM2G127181","soluble protein content","TO:0000325"
"159","AC191317.3_FG009","biochemical trait","TO:0000277"
"160","AC191317.3_FG009","enzymatic activity and protein content related trait","TO:0000282"
"161","AC191317.3_FG009","protein content","TO:0000598"
"162","AC191317.3_FG009","soluble protein content","TO:0000325"
"163","GRMZM2G062996","biochemical trait","TO:0000277"
"164","GRMZM2G062996","enzymatic activity and protein content related trait","TO:0000282"
"165","GRMZM2G062996","protein content","TO:0000598"
"166","GRMZM2G062996","soluble protein content","TO:0000325"
"167","GRMZM2G075153","biochemical trait","TO:0000277"
"168","GRMZM2G075153","enzymatic activity and protein content related trait","TO:0000282"
"169","GRMZM2G075153","protein content","TO:0000598"
"170","GRMZM2G075153","soluble protein content","TO:0000325"
"171","GRMZM2G306919","biochemical trait","TO:0000277"
"172","GRMZM2G306919","enzymatic activity and protein content related trait","TO:0000282"
"173","GRMZM2G306919","protein content","TO:0000598"
"174","GRMZM2G306919","soluble protein content","TO:0000325"
"175","GRMZM2G136523","biochemical trait","TO:0000277"
"176","GRMZM2G136523","metabolite content related trait","TO:0000281"
"177","GRMZM2G136523","amino acid content","TO:0002673"
"178","GRMZM2G136523","proline content","TO:0006002"
"179","GRMZM2G136534","biochemical trait","TO:0000277"
"180","GRMZM2G136534","metabolite content related trait","TO:0000281"
"181","GRMZM2G136534","amino acid content","TO:0002673"
"182","GRMZM2G136534","proline content","TO:0006002"
"183","GRMZM2G127656","biochemical trait","TO:0000277"
"184","GRMZM2G127656","metabolite content related trait","TO:0000281"
"185","GRMZM2G127656","amino acid content","TO:0002673"
"186","GRMZM2G127656","proline content","TO:0006002"
"187","AC186684.4_FG001","biochemical trait","TO:0000277"
"188","AC186684.4_FG001","metabolite content related trait","TO:0000281"
"189","AC186684.4_FG001","amino acid content","TO:0002673"
"190","AC186684.4_FG001","proline content","TO:0006002"
"191","AC208201.3_FG001","biochemical trait","TO:0000277"
"192","AC208201.3_FG001","metabolite content related trait","TO:0000281"
"193","AC208201.3_FG001","carbohydrate content","TO:0000291"
"194","AC208201.3_FG001","sugar content","TO:0000333"
"195","AC208201.3_FG001","oligosaccharide content","TO:0006003"
"196","AC208201.3_FG001","fructose content","TO:0006005"
"197","GRMZM2G073969","biochemical trait","TO:0000277"
"198","GRMZM2G073969","metabolite content related trait","TO:0000281"
"199","GRMZM2G073969","carbohydrate content","TO:0000291"
"200","GRMZM2G073969","sugar content","TO:0000333"
"201","GRMZM2G073969","oligosaccharide content","TO:0006003"
"202","GRMZM2G073969","fructose content","TO:0006005"
"203","GRMZM2G073755","biochemical trait","TO:0000277"
"204","GRMZM2G073755","metabolite content related trait","TO:0000281"
"205","GRMZM2G073755","carbohydrate content","TO:0000291"
"206","GRMZM2G073755","sugar content","TO:0000333"
"207","GRMZM2G073755","oligosaccharide content","TO:0006003"
"208","GRMZM2G073755","fructose content","TO:0006005"
"209","GRMZM2G703688","biochemical trait","TO:0000277"
"210","GRMZM2G703688","metabolite content related trait","TO:0000281"
"211","GRMZM2G703688","carbohydrate content","TO:0000291"
"212","GRMZM2G703688","sugar content","TO:0000333"
"213","GRMZM2G703688","oligosaccharide content","TO:0006003"
"214","GRMZM2G703688","fructose content","TO:0006005"
"215","GRMZM2G086869","biochemical trait","TO:0000277"
"216","GRMZM2G086869","metabolite content related trait","TO:0000281"
"217","GRMZM2G086869","carbohydrate content","TO:0000291"
"218","GRMZM2G086869","sugar content","TO:0000333"
"219","GRMZM2G086869","oligosaccharide content","TO:0006003"
"220","GRMZM2G086869","fructose content","TO:0006005"
"221","GRMZM2G086750","biochemical trait","TO:0000277"
"222","GRMZM2G086750","metabolite content related trait","TO:0000281"
"223","GRMZM2G086750","carbohydrate content","TO:0000291"
"224","GRMZM2G086750","sugar content","TO:0000333"
"225","GRMZM2G086750","oligosaccharide content","TO:0006003"
"226","GRMZM2G086750","fructose content","TO:0006005"
"227","GRMZM2G445602","biochemical trait","TO:0000277"
"228","GRMZM2G445602","metabolite content related trait","TO:0000281"
"229","GRMZM2G445602","carbohydrate content","TO:0000291"
"230","GRMZM2G445602","sugar content","TO:0000333"
"231","GRMZM2G445602","oligosaccharide content","TO:0006003"
"232","GRMZM2G445602","fructose content","TO:0006005"
"233","GRMZM2G445588","biochemical trait","TO:0000277"
"234","GRMZM2G445588","metabolite content related trait","TO:0000281"
"235","GRMZM2G445588","carbohydrate content","TO:0000291"
"236","GRMZM2G445588","sugar content","TO:0000333"
"237","GRMZM2G445588","oligosaccharide content","TO:0006003"
"238","GRMZM2G445588","fructose content","TO:0006005"
"239","GRMZM2G344187","biochemical trait","TO:0000277"
"240","GRMZM2G344187","metabolite content related trait","TO:0000281"
"241","GRMZM2G344187","carbohydrate content","TO:0000291"
"242","GRMZM2G344187","sugar content","TO:0000333"
"243","GRMZM2G344187","oligosaccharide content","TO:0006003"
"244","GRMZM2G344187","sucrose content","TO:0000328"
"245","GRMZM2G175818","metabolite content related trait","TO:0000281"
"246","GRMZM2G175818","carbohydrate content","TO:0000291"
"247","GRMZM2G175818","sugar content","TO:0000333"
"248","GRMZM2G175818","oligosaccharide content","TO:0006003"
"249","GRMZM2G175818","sucrose content","TO:0000328"
"250","GRMZM2G346750","biochemical trait","TO:0000277"
"251","GRMZM2G346750","metabolite content related trait","TO:0000281"
"252","GRMZM2G346750","carbohydrate content","TO:0000291"
"253","GRMZM2G346750","sugar content","TO:0000333"
"254","GRMZM2G346750","oligosaccharide content","TO:0006003"
"255","GRMZM2G346750","sucrose content","TO:0000328"
"256","GRMZM2G415251","biochemical trait","TO:0000277"
"257","GRMZM2G415251","metabolite content related trait","TO:0000281"
"258","GRMZM2G415251","carbohydrate content","TO:0000291"
"259","GRMZM2G415251","sugar content","TO:0000333"
"260","GRMZM2G415251","oligosaccharide content","TO:0006003"
"261","GRMZM2G415251","sucrose content","TO:0000328"
"262","GRMZM2G114234","biochemical trait","TO:0000277"
"263","GRMZM2G114234","metabolite content related trait","TO:0000281"
"264","GRMZM2G114234","carbohydrate content","TO:0000291"
"265","GRMZM2G114234","sugar content","TO:0000333"
"266","GRMZM2G114234","oligosaccharide content","TO:0006003"
"267","GRMZM2G114234","sucrose content","TO:0000328"
"268","GRMZM2G114232","biochemical trait","TO:0000277"
"269","GRMZM2G114232","metabolite content related trait","TO:0000281"
"270","GRMZM2G114232","carbohydrate content","TO:0000291"
"271","GRMZM2G114232","sugar content","TO:0000333"
"272","GRMZM2G114232","oligosaccharide content","TO:0006003"
"273","GRMZM2G114232","sucrose content","TO:0000328"
"274","GRMZM2G388915","biochemical trait","TO:0000277"
"275","GRMZM2G388915","metabolite content related trait","TO:0000281"
"276","GRMZM2G388915","carbohydrate content","TO:0000291"
"277","GRMZM2G388915","sugar content","TO:0000333"
"278","GRMZM2G388915","oligosaccharide content","TO:0006003"
"279","GRMZM2G388915","sucrose content","TO:0000328"
"280","GRMZM2G445602","sucrose content","TO:0000328"
"281","GRMZM2G445588","sucrose content","TO:0000328"
"282","GRMZM2G114190","biochemical trait","TO:0000277"
"283","GRMZM2G114190","metabolite content related trait","TO:0000281"
"284","GRMZM2G114190","carbohydrate content","TO:0000291"
"285","GRMZM2G114190","sugar content","TO:0000333"
"286","GRMZM2G114190","oligosaccharide content","TO:0006003"
"287","GRMZM2G114190","sucrose content","TO:0000328"
"288","GRMZM2G162535","biochemical trait","TO:0000277"
"289","GRMZM2G162535","metabolite content related trait","TO:0000281"
"290","GRMZM2G162535","carbohydrate content","TO:0000291"
"291","GRMZM2G162535","sugar content","TO:0000333"
"292","GRMZM2G162535","oligosaccharide content","TO:0006003"
"293","GRMZM2G162535","sucrose content","TO:0000328"
"294","GRMZM2G471814","biochemical trait","TO:0000277"
"295","GRMZM2G471814","metabolite content related trait","TO:0000281"
"296","GRMZM2G471814","carbohydrate content","TO:0000291"
"297","GRMZM2G471814","sugar content","TO:0000333"
"298","GRMZM2G471814","oligosaccharide content","TO:0006003"
"299","GRMZM2G471814","sucrose content","TO:0000328"
"300","GRMZM2G330436","biochemical trait","TO:0000277"
"301","GRMZM2G330436","metabolite content related trait","TO:0000281"
"302","GRMZM2G330436","carbohydrate content","TO:0000291"
"303","GRMZM2G330436","sugar content","TO:0000333"
"304","GRMZM2G330436","oligosaccharide content","TO:0006003"
"305","GRMZM2G330436","sucrose content","TO:0000328"
"306","GRMZM2G127309","biochemical trait","TO:0000277"
"307","GRMZM2G127309","metabolite content related trait","TO:0000281"
"308","GRMZM2G127309","carbohydrate content","TO:0000291"
"309","GRMZM2G127309","sugar content","TO:0000333"
"310","GRMZM2G127309","oligosaccharide content","TO:0006003"
"311","GRMZM2G127309","sucrose content","TO:0000328"
"312","GRMZM2G068699","biochemical trait","TO:0000277"
"313","GRMZM2G068699","metabolite content related trait","TO:0000281"
"314","GRMZM2G068699","carbohydrate content","TO:0000291"
"315","GRMZM2G068699","sugar content","TO:0000333"
"316","GRMZM2G068699","polysaccharide content","TO:0006007"
"317","GRMZM2G068699","starch content","TO:0000696"
"318","GRMZM2G068639","biochemical trait","TO:0000277"
"319","GRMZM2G068639","metabolite content related trait","TO:0000281"
"320","GRMZM2G068639","carbohydrate content","TO:0000291"
"321","GRMZM2G068639","sugar content","TO:0000333"
"322","GRMZM2G068639","polysaccharide content","TO:0006007"
"323","GRMZM2G068639","starch content","TO:0000696"
"324","GRMZM2G471814","total soluble sugar content","TO:0000340"
"325","GRMZM2G330436","total soluble sugar content","TO:0000340"
"326","GRMZM2G005844","biochemical trait","TO:0000277"
"327","GRMZM2G005844","metabolite content related trait","TO:0000281"
"328","GRMZM2G005844","carbohydrate content","TO:0000291"
"329","GRMZM2G005844","sugar content","TO:0000333"
"330","GRMZM2G005844","total soluble sugar content","TO:0000340"
"331","GRMZM2G031790","biochemical trait","TO:0000277"
"332","GRMZM2G031790","metabolite content related trait","TO:0000281"
"333","GRMZM2G031790","fat and essential oil content","TO:0000604"
"334","GRMZM2G031790","linoleic acid content","TO:0005001"
"335","GRMZM2G031718","biochemical trait","TO:0000277"
"336","GRMZM2G031718","metabolite content related trait","TO:0000281"
"337","GRMZM2G031718","fat and essential oil content","TO:0000604"
"338","GRMZM2G031718","linoleic acid content","TO:0005001"
"339","GRMZM2G020523","biochemical trait","TO:0000277"
"340","GRMZM2G020523","metabolite content related trait","TO:0000281"
"341","GRMZM2G020523","fat and essential oil content","TO:0000604"
"342","GRMZM2G020523","linoleic acid content","TO:0005001"
"343","GRMZM2G094742","biochemical trait","TO:0000277"
"344","GRMZM2G094742","metabolite content related trait","TO:0000281"
"345","GRMZM2G094742","fat and essential oil content","TO:0000604"
"346","GRMZM2G094742","linoleic acid content","TO:0005001"
"347","GRMZM2G094850","biochemical trait","TO:0000277"
"348","GRMZM2G094850","metabolite content related trait","TO:0000281"
"349","GRMZM2G094850","fat and essential oil content","TO:0000604"
"350","GRMZM2G094850","linoleic acid content","TO:0005001"
"351","GRMZM2G167428","biochemical trait","TO:0000277"
"352","GRMZM2G167428","metabolite content related trait","TO:0000281"
"353","GRMZM2G167428","fat and essential oil content","TO:0000604"
"354","GRMZM2G167428","linoleic acid content","TO:0005001"
"355","GRMZM2G113158","biochemical trait","TO:0000277"
"356","GRMZM2G113158","metabolite content related trait","TO:0000281"
"357","GRMZM2G113158","fat and essential oil content","TO:0000604"
"358","GRMZM2G113158","linoleic acid content","TO:0005001"
"359","GRMZM5G839017","biochemical trait","TO:0000277"
"360","GRMZM5G839017","metabolite content related trait","TO:0000281"
"361","GRMZM5G839017","fat and essential oil content","TO:0000604"
"362","GRMZM5G839017","stearic acid content","TO:0005003"
"363","GRMZM2G059064","biochemical trait","TO:0000277"
"364","GRMZM2G059064","metabolite content related trait","TO:0000281"
"365","GRMZM2G059064","fat and essential oil content","TO:0000604"
"366","GRMZM2G059064","stearic acid content","TO:0005003"
"367","GRMZM2G059029","biochemical trait","TO:0000277"
"368","GRMZM2G059029","metabolite content related trait","TO:0000281"
"369","GRMZM2G059029","fat and essential oil content","TO:0000604"
"370","GRMZM2G059029","stearic acid content","TO:0005003"
"371","GRMZM2G358924","biochemical trait","TO:0000277"
"372","GRMZM2G358924","metabolite content related trait","TO:0000281"
"373","GRMZM2G358924","fat and essential oil content","TO:0000604"
"374","GRMZM2G358924","stearic acid content","TO:0005003"
"375","GRMZM2G144995","biochemical trait","TO:0000277"
"376","GRMZM2G144995","metabolite content related trait","TO:0000281"
"377","GRMZM2G144995","fat and essential oil content","TO:0000604"
"378","GRMZM2G144995","stearic acid content","TO:0005003"
"379","GRMZM2G445791","biochemical trait","TO:0000277"
"380","GRMZM2G445791","metabolite content related trait","TO:0000281"
"381","GRMZM2G445791","fat and essential oil content","TO:0000604"
"382","GRMZM2G445791","stearic acid content","TO:0005003"
"383","GRMZM2G062394","biochemical trait","TO:0000277"
"384","GRMZM2G062394","metabolite content related trait","TO:0000281"
"385","GRMZM2G062394","fat and essential oil content","TO:0000604"
"386","GRMZM2G062394","stearic acid content","TO:0005003"
"387","GRMZM2G062377","biochemical trait","TO:0000277"
"388","GRMZM2G062377","metabolite content related trait","TO:0000281"
"389","GRMZM2G062377","fat and essential oil content","TO:0000604"
"390","GRMZM2G062377","stearic acid content","TO:0005003"
"391","GRMZM2G062357","biochemical trait","TO:0000277"
"392","GRMZM2G062357","metabolite content related trait","TO:0000281"
"393","GRMZM2G062357","fat and essential oil content","TO:0000604"
"394","GRMZM2G062357","stearic acid content","TO:0005003"
"395","GRMZM2G062289","biochemical trait","TO:0000277"
"396","GRMZM2G062289","metabolite content related trait","TO:0000281"
"397","GRMZM2G062289","fat and essential oil content","TO:0000604"
"398","GRMZM2G062289","stearic acid content","TO:0005003"
"399","GRMZM2G019799","biochemical trait","TO:0000277"
"400","GRMZM2G019799","metabolite content related trait","TO:0000281"
"401","GRMZM2G019799","growth hormone content","TO:0000476"
"402","GRMZM2G019799","abscisic acid concentration","TO:0000478"
"403","GRMZM2G132704","biochemical trait","TO:0000277"
"404","GRMZM2G132704","metabolite content related trait","TO:0000281"
"405","GRMZM2G132704","growth hormone content","TO:0000476"
"406","GRMZM2G132704","abscisic acid concentration","TO:0000478"
"407","GRMZM2G132623","biochemical trait","TO:0000277"
"408","GRMZM2G132623","metabolite content related trait","TO:0000281"
"409","GRMZM2G132623","growth hormone content","TO:0000476"
"410","GRMZM2G132623","abscisic acid concentration","TO:0000478"
"411","GRMZM2G132607","biochemical trait","TO:0000277"
"412","GRMZM2G132607","metabolite content related trait","TO:0000281"
"413","GRMZM2G132607","growth hormone content","TO:0000476"
"414","GRMZM2G132607","abscisic acid concentration","TO:0000478"
"415","GRMZM2G143202","biochemical trait","TO:0000277"
"416","GRMZM2G143202","metabolite content related trait","TO:0000281"
"417","GRMZM2G143202","phytochemical compound content","TO:0000674"
"418","GRMZM2G143202","carotenoid content","TO:0000496"
"419","GRMZM2G143202","carotene content","TO:0000289"
"420","GRMZM2G143202","acyclic carotene content","TO:0002698"
"421","GRMZM2G469371","biochemical trait","TO:0000277"
"422","GRMZM2G469371","metabolite content related trait","TO:0000281"
"423","GRMZM2G469371","phytochemical compound content","TO:0000674"
"424","GRMZM2G469371","carotenoid content","TO:0000496"
"425","GRMZM2G469371","carotene content","TO:0000289"
"426","GRMZM2G469371","acyclic carotene content","TO:0002698"
"427","GRMZM2G143202","xanthophyll content","TO:0000301"
"428","GRMZM2G143202","zeaxanthin content","TO:0020078"
"429","GRMZM2G469371","xanthophyll content","TO:0000301"
"430","GRMZM2G469371","zeaxanthin content","TO:0020078"
"431","GRMZM2G156800","biochemical trait","TO:0000277"
"432","GRMZM2G156800","metabolite content related trait","TO:0000281"
"433","GRMZM2G156800","phytochemical compound content","TO:0000674"
"434","GRMZM2G156800","carotenoid content","TO:0000496"
"435","GRMZM2G156800","carotene content","TO:0000289"
"436","GRMZM2G156800","acyclic carotene content","TO:0002698"
"437","GRMZM2G070943","biochemical trait","TO:0000277"
"438","GRMZM2G070943","metabolite content related trait","TO:0000281"
"439","GRMZM2G070943","phytochemical compound content","TO:0000674"
"440","GRMZM2G070943","carotenoid content","TO:0000496"
"441","GRMZM2G070943","xanthophyll content","TO:0000301"
"442","GRMZM2G070943","lutein content","TO:0002701"
"443","GRMZM2G070899","biochemical trait","TO:0000277"
"444","GRMZM2G070899","metabolite content related trait","TO:0000281"
"445","GRMZM2G070899","phytochemical compound content","TO:0000674"
"446","GRMZM2G070899","carotenoid content","TO:0000496"
"447","GRMZM2G070899","xanthophyll content","TO:0000301"
"448","GRMZM2G070899","lutein content","TO:0002701"
"449","GRMZM2G114992","biochemical trait","TO:0000277"
"450","GRMZM2G114992","metabolite content related trait","TO:0000281"
"451","GRMZM2G114992","phytochemical compound content","TO:0000674"
"452","GRMZM2G114992","carotenoid content","TO:0000496"
"453","GRMZM2G114992","xanthophyll content","TO:0000301"
"454","GRMZM2G114992","lutein content","TO:0002701"
"455","GRMZM2G114899","biochemical trait","TO:0000277"
"456","GRMZM2G114899","metabolite content related trait","TO:0000281"
"457","GRMZM2G114899","phytochemical compound content","TO:0000674"
"458","GRMZM2G114899","carotenoid content","TO:0000496"
"459","GRMZM2G114899","xanthophyll content","TO:0000301"
"460","GRMZM2G114899","lutein content","TO:0002701"
"461","GRMZM2G114992","zeaxanthin content","TO:0020078"
"462","GRMZM2G114899","zeaxanthin content","TO:0020078"
"463","GRMZM2G137366","biochemical trait","TO:0000277"
"464","GRMZM2G137366","metabolite content related trait","TO:0000281"
"465","GRMZM2G137366","phytochemical compound content","TO:0000674"
"466","GRMZM2G137366","carotenoid content","TO:0000496"
"467","GRMZM2G137366","xanthophyll content","TO:0000301"
"468","GRMZM2G137366","zeaxanthin content","TO:0020078"
"469","GRMZM2G143202","lutein content","TO:0002701"
"470","GRMZM2G469371","lutein content","TO:0002701"
"471","GRMZM2G046888","biochemical trait","TO:0000277"
"472","GRMZM2G046888","metabolite content related trait","TO:0000281"
"473","GRMZM2G046888","phytochemical compound content","TO:0000674"
"474","GRMZM2G046888","carotenoid content","TO:0000496"
"475","GRMZM2G046888","xanthophyll content","TO:0000301"
"476","GRMZM2G046888","zeaxanthin content","TO:0020078"
"477","GRMZM2G046919","biochemical trait","TO:0000277"
