"ID","Gene","TO_annotation","TO_ID"
"3403","GRMZM2G095209","sucrose content","TO:0000328"
"3404","GRMZM5G889644","biochemical trait","TO:0000277"
"3405","GRMZM5G889644","metabolite content related trait","TO:0000281"
"3406","GRMZM5G889644","carbohydrate content","TO:0000291"
"3407","GRMZM5G889644","sugar content","TO:0000333"
"3408","GRMZM5G889644","oligosaccharide content","TO:0006003"
"3409","GRMZM5G889644","sucrose content","TO:0000328"
"3410","GRMZM5G806726","biochemical trait","TO:0000277"
"3411","GRMZM5G806726","metabolite content related trait","TO:0000281"
"3412","GRMZM5G806726","carbohydrate content","TO:0000291"
"3413","GRMZM5G806726","sugar content","TO:0000333"
"3414","GRMZM5G806726","oligosaccharide content","TO:0006003"
"3415","GRMZM5G806726","sucrose content","TO:0000328"
"3416","GRMZM2G071330","biochemical trait","TO:0000277"
"3417","GRMZM2G071330","metabolite content related trait","TO:0000281"
"3418","GRMZM2G071330","carbohydrate content","TO:0000291"
"3419","GRMZM2G071330","sugar content","TO:0000333"
"3420","GRMZM2G071330","oligosaccharide content","TO:0006003"
"3421","GRMZM2G071330","sucrose content","TO:0000328"
"3422","GRMZM2G071333","biochemical trait","TO:0000277"
"3423","GRMZM2G071333","metabolite content related trait","TO:0000281"
"3424","GRMZM2G071333","carbohydrate content","TO:0000291"
"3425","GRMZM2G071333","sugar content","TO:0000333"
"3426","GRMZM2G071333","oligosaccharide content","TO:0006003"
"3427","GRMZM2G071333","sucrose content","TO:0000328"
"3428","GRMZM2G052644","biochemical trait","TO:0000277"
"3429","GRMZM2G052644","metabolite content related trait","TO:0000281"
"3430","GRMZM2G052644","carbohydrate content","TO:0000291"
"3431","GRMZM2G052644","sugar content","TO:0000333"
"3432","GRMZM2G052644","oligosaccharide content","TO:0006003"
"3433","GRMZM2G052644","sucrose content","TO:0000328"
"3434","GRMZM2G052688","biochemical trait","TO:0000277"
"3435","GRMZM2G052688","metabolite content related trait","TO:0000281"
"3436","GRMZM2G052688","carbohydrate content","TO:0000291"
"3437","GRMZM2G052688","sugar content","TO:0000333"
"3438","GRMZM2G052688","oligosaccharide content","TO:0006003"
"3439","GRMZM2G052688","sucrose content","TO:0000328"
"3440","GRMZM2G096693","biochemical trait","TO:0000277"
"3441","GRMZM2G096693","metabolite content related trait","TO:0000281"
"3442","GRMZM2G096693","carbohydrate content","TO:0000291"
"3443","GRMZM2G096693","sugar content","TO:0000333"
"3444","GRMZM2G096693","oligosaccharide content","TO:0006003"
"3445","GRMZM2G096693","sucrose content","TO:0000328"
"3446","GRMZM2G109217","biochemical trait","TO:0000277"
"3447","GRMZM2G109217","metabolite content related trait","TO:0000281"
"3448","GRMZM2G109217","carbohydrate content","TO:0000291"
"3449","GRMZM2G109217","sugar content","TO:0000333"
"3450","GRMZM2G109217","oligosaccharide content","TO:0006003"
"3451","GRMZM2G109217","sucrose content","TO:0000328"
"3452","GRMZM2G111975","biochemical trait","TO:0000277"
"3453","GRMZM2G111975","metabolite content related trait","TO:0000281"
"3454","GRMZM2G111975","carbohydrate content","TO:0000291"
"3455","GRMZM2G111975","sugar content","TO:0000333"
"3456","GRMZM2G111975","oligosaccharide content","TO:0006003"
"3457","GRMZM2G111975","sucrose content","TO:0000328"
"3458","GRMZM2G107588","biochemical trait","TO:0000277"
"3459","GRMZM2G107588","metabolite content related trait","TO:0000281"
"3460","GRMZM2G107588","carbohydrate content","TO:0000291"
"3461","GRMZM2G107588","sugar content","TO:0000333"
"3462","GRMZM2G107588","polysaccharide content","TO:0006007"
"3463","GRMZM2G107588","starch concentration","TO:0000702"
"3464","GRMZM2G156127","biochemical trait","TO:0000277"
"3465","GRMZM2G156127","metabolite content related trait","TO:0000281"
"3466","GRMZM2G156127","carbohydrate content","TO:0000291"
"3467","GRMZM2G156127","sugar content","TO:0000333"
"3468","GRMZM2G156127","polysaccharide content","TO:0006007"
"3469","GRMZM2G156127","starch content","TO:0000696"
"3470","GRMZM2G096693","total soluble sugar content","TO:0000340"
"3471","GRMZM2G111975","total soluble sugar content","TO:0000340"
"3472","GRMZM2G418415","biochemical trait","TO:0000277"
"3473","GRMZM2G418415","metabolite content related trait","TO:0000281"
"3474","GRMZM2G418415","carbohydrate content","TO:0000291"
"3475","GRMZM2G418415","sugar content","TO:0000333"
"3476","GRMZM2G418415","total soluble sugar content","TO:0000340"
"3477","GRMZM2G418343","biochemical trait","TO:0000277"
"3478","GRMZM2G418343","metabolite content related trait","TO:0000281"
"3479","GRMZM2G418343","carbohydrate content","TO:0000291"
"3480","GRMZM2G418343","sugar content","TO:0000333"
"3481","GRMZM2G418343","total soluble sugar content","TO:0000340"
"3482","GRMZM5G881605","biochemical trait","TO:0000277"
"3483","GRMZM5G881605","metabolite content related trait","TO:0000281"
"3484","GRMZM5G881605","fat and essential oil content","TO:0000604"
"3485","GRMZM5G881605","stearic acid content","TO:0005003"
"3486","GRMZM2G082974","biochemical trait","TO:0000277"
"3487","GRMZM2G082974","metabolite content related trait","TO:0000281"
"3488","GRMZM2G082974","fat and essential oil content","TO:0000604"
"3489","GRMZM2G082974","stearic acid content","TO:0005003"
"3490","GRMZM2G083094","biochemical trait","TO:0000277"
"3491","GRMZM2G083094","metabolite content related trait","TO:0000281"
"3492","GRMZM2G083094","fat and essential oil content","TO:0000604"
"3493","GRMZM2G083094","stearic acid content","TO:0005003"
"3494","GRMZM2G112159","biochemical trait","TO:0000277"
"3495","GRMZM2G112159","metabolite content related trait","TO:0000281"
"3496","GRMZM2G112159","growth hormone content","TO:0000476"
"3497","GRMZM2G112159","abscisic acid concentration","TO:0000478"
"3498","GRMZM2G112165","biochemical trait","TO:0000277"
"3499","GRMZM2G112165","metabolite content related trait","TO:0000281"
"3500","GRMZM2G112165","growth hormone content","TO:0000476"
"3501","GRMZM2G112165","abscisic acid concentration","TO:0000478"
"3502","GRMZM2G045809","biochemical trait","TO:0000277"
"3503","GRMZM2G045809","metabolite content related trait","TO:0000281"
"3504","GRMZM2G045809","growth hormone content","TO:0000476"
"3505","GRMZM2G045809","abscisic acid concentration","TO:0000478"
"3506","GRMZM5G868679","biochemical trait","TO:0000277"
"3507","GRMZM5G868679","metabolite content related trait","TO:0000281"
"3508","GRMZM5G868679","growth hormone content","TO:0000476"
"3509","GRMZM5G868679","abscisic acid concentration","TO:0000478"
"3510","GRMZM2G064640","biochemical trait","TO:0000277"
"3511","GRMZM2G064640","metabolite content related trait","TO:0000281"
"3512","GRMZM2G064640","phytochemical compound content","TO:0000674"
"3513","GRMZM2G064640","carotenoid content","TO:0000496"
"3514","GRMZM2G064640","carotene content","TO:0000289"
"3515","GRMZM2G064640","acyclic carotene content","TO:0002698"
"3516","GRMZM2G064938","biochemical trait","TO:0000277"
"3517","GRMZM2G064938","metabolite content related trait","TO:0000281"
"3518","GRMZM2G064938","phytochemical compound content","TO:0000674"
"3519","GRMZM2G064938","carotenoid content","TO:0000496"
"3520","GRMZM2G064938","carotene content","TO:0000289"
"3521","GRMZM2G064938","acyclic carotene content","TO:0002698"
"3522","GRMZM2G064941","biochemical trait","TO:0000277"
"3523","GRMZM2G064941","metabolite content related trait","TO:0000281"
"3524","GRMZM2G064941","phytochemical compound content","TO:0000674"
"3525","GRMZM2G064941","carotenoid content","TO:0000496"
"3526","GRMZM2G064941","carotene content","TO:0000289"
"3527","GRMZM2G064941","acyclic carotene content","TO:0002698"
"3528","GRMZM2G165007","biochemical trait","TO:0000277"
"3529","GRMZM2G165007","metabolite content related trait","TO:0000281"
"3530","GRMZM2G165007","phytochemical compound content","TO:0000674"
"3531","GRMZM2G165007","carotenoid content","TO:0000496"
"3532","GRMZM2G165007","xanthophyll content","TO:0000301"
"3533","GRMZM2G165007","beta-cryptoxanthin content","TO:0020079"
"3534","GRMZM2G337892","biochemical trait","TO:0000277"
"3535","GRMZM2G337892","metabolite content related trait","TO:0000281"
"3536","GRMZM2G337892","phytochemical compound content","TO:0000674"
"3537","GRMZM2G337892","carotenoid content","TO:0000496"
"3538","GRMZM2G337892","xanthophyll content","TO:0000301"
"3539","GRMZM2G337892","beta-cryptoxanthin content","TO:0020079"
"3540","GRMZM2G039538","biochemical trait","TO:0000277"
"3541","GRMZM2G039538","metabolite content related trait","TO:0000281"
"3542","GRMZM2G039538","phytochemical compound content","TO:0000674"
"3543","GRMZM2G039538","carotenoid content","TO:0000496"
"3544","GRMZM2G039538","xanthophyll content","TO:0000301"
"3545","GRMZM2G039538","beta-cryptoxanthin content","TO:0020079"
"3546","GRMZM2G039622","biochemical trait","TO:0000277"
"3547","GRMZM2G039622","metabolite content related trait","TO:0000281"
"3548","GRMZM2G039622","phytochemical compound content","TO:0000674"
"3549","GRMZM2G039622","carotenoid content","TO:0000496"
"3550","GRMZM2G039622","xanthophyll content","TO:0000301"
"3551","GRMZM2G039622","beta-cryptoxanthin content","TO:0020079"
"3552","GRMZM2G062559","biochemical trait","TO:0000277"
"3553","GRMZM2G062559","metabolite content related trait","TO:0000281"
"3554","GRMZM2G062559","phytochemical compound content","TO:0000674"
"3555","GRMZM2G062559","carotenoid content","TO:0000496"
"3556","GRMZM2G062559","xanthophyll content","TO:0000301"
"3557","GRMZM2G062559","lutein content","TO:0002701"
"3558","GRMZM5G889338","biochemical trait","TO:0000277"
"3559","GRMZM5G889338","metabolite content related trait","TO:0000281"
"3560","GRMZM5G889338","phytochemical compound content","TO:0000674"
"3561","GRMZM5G889338","carotenoid content","TO:0000496"
"3562","GRMZM5G889338","xanthophyll content","TO:0000301"
"3563","GRMZM5G889338","lutein content","TO:0002701"
"3564","GRMZM2G062559","zeaxanthin content","TO:0020078"
"3565","GRMZM5G889338","zeaxanthin content","TO:0020078"
"3566","GRMZM2G074238","biochemical trait","TO:0000277"
"3567","GRMZM2G074238","metabolite content related trait","TO:0000281"
"3568","GRMZM2G074238","phytochemical compound content","TO:0000674"
"3569","GRMZM2G074238","carotenoid content","TO:0000496"
"3570","GRMZM2G074238","xanthophyll content","TO:0000301"
"3571","GRMZM2G074238","zeaxanthin content","TO:0020078"
"3572","GRMZM2G032602","biochemical trait","TO:0000277"
"3573","GRMZM2G032602","metabolite content related trait","TO:0000281"
"3574","GRMZM2G032602","phytochemical compound content","TO:0000674"
"3575","GRMZM2G032602","chlorophyll content","TO:0000495"
"3576","GRMZM2G032602","chlorophyll-a content","TO:0000293"
"3577","GRMZM2G032694","biochemical trait","TO:0000277"
"3578","GRMZM2G032694","metabolite content related trait","TO:0000281"
"3579","GRMZM2G032694","phytochemical compound content","TO:0000674"
"3580","GRMZM2G032694","chlorophyll content","TO:0000495"
"3581","GRMZM2G032694","chlorophyll-a content","TO:0000293"
"3582","GRMZM5G839763","biochemical trait","TO:0000277"
"3583","GRMZM5G839763","metabolite content related trait","TO:0000281"
"3584","GRMZM5G839763","phytochemical compound content","TO:0000674"
"3585","GRMZM5G839763","chlorophyll content","TO:0000495"
"3586","GRMZM5G839763","chlorophyll-a content","TO:0000293"
"3587","GRMZM2G025536","biochemical trait","TO:0000277"
"3588","GRMZM2G025536","metabolite content related trait","TO:0000281"
"3589","GRMZM2G025536","phytochemical compound content","TO:0000674"
"3590","GRMZM2G025536","chlorophyll content","TO:0000495"
"3591","GRMZM2G025536","chlorophyll-a content","TO:0000293"
"3592","GRMZM2G040115","biochemical trait","TO:0000277"
"3593","GRMZM2G040115","metabolite content related trait","TO:0000281"
"3594","GRMZM2G040115","phytochemical compound content","TO:0000674"
"3595","GRMZM2G040115","chlorophyll content","TO:0000495"
"3596","GRMZM2G040115","chlorophyll-a content","TO:0000293"
"3597","GRMZM2G474575","biochemical trait","TO:0000277"
"3598","GRMZM2G474575","metabolite content related trait","TO:0000281"
"3599","GRMZM2G474575","phytochemical compound content","TO:0000674"
"3600","GRMZM2G474575","chlorophyll content","TO:0000495"
"3601","GRMZM2G474575","chlorophyll-a content","TO:0000293"
"3602","GRMZM2G171410","biochemical trait","TO:0000277"
"3603","GRMZM2G171410","metabolite content related trait","TO:0000281"
"3604","GRMZM2G171410","phytochemical compound content","TO:0000674"
"3605","GRMZM2G171410","chlorophyll content","TO:0000495"
"3606","GRMZM2G171410","chlorophyll-a content","TO:0000293"
"3607","GRMZM2G452142","biochemical trait","TO:0000277"
"3608","GRMZM2G452142","metabolite content related trait","TO:0000281"
"3609","GRMZM2G452142","phytochemical compound content","TO:0000674"
"3610","GRMZM2G452142","chlorophyll content","TO:0000495"
"3611","GRMZM2G452142","chlorophyll-a content","TO:0000293"
"3612","GRMZM2G034471","biochemical trait","TO:0000277"
"3613","GRMZM2G034471","metabolite content related trait","TO:0000281"
"3614","GRMZM2G034471","phytochemical compound content","TO:0000674"
"3615","GRMZM2G034471","chlorophyll content","TO:0000495"
"3616","GRMZM2G034471","chlorophyll-b content","TO:0000295"
"3617","GRMZM2G172529","biochemical trait","TO:0000277"
"3618","GRMZM2G172529","mineral and ion content related trait","TO:0000465"
"3619","GRMZM2G172529","nitrogen content","TO:0020093"
"3620","GRMZM2G172529","nitrate content","TO:0020094"
"3621","GRMZM2G459874","biochemical trait","TO:0000277"
"3622","GRMZM2G459874","mineral and ion content related trait","TO:0000465"
"3623","GRMZM2G459874","nitrogen content","TO:0020093"
"3624","GRMZM2G459874","nitrate content","TO:0020094"
"3625","GRMZM2G131351","biochemical trait","TO:0000277"
"3626","GRMZM2G131351","mineral and ion content related trait","TO:0000465"
"3627","GRMZM2G131351","nitrogen content","TO:0020093"
"3628","GRMZM2G131351","nitrate content","TO:0020094"
"3629","GRMZM2G018595","biochemical trait","TO:0000277"
"3630","GRMZM2G018595","mineral and ion content related trait","TO:0000465"
"3631","GRMZM2G018595","nitrogen content","TO:0020093"
"3632","GRMZM2G018595","nitrate content","TO:0020094"
"3633","GRMZM2G019500","biochemical trait","TO:0000277"
"3634","GRMZM2G019500","mineral and ion content related trait","TO:0000465"
"3635","GRMZM2G019500","nitrogen content","TO:0020093"
"3636","GRMZM2G019500","nitrate content","TO:0020094"
"3637","GRMZM2G044989","biochemical trait","TO:0000277"
"3638","GRMZM2G044989","mineral and ion content related trait","TO:0000465"
"3639","GRMZM2G044989","nitrogen content","TO:0020093"
"3640","GRMZM2G044989","nitrate content","TO:0020094"
"3641","GRMZM2G018756","biochemical trait","TO:0000277"
"3642","GRMZM2G018756","mineral and ion content related trait","TO:0000465"
"3643","GRMZM2G018756","nitrogen content","TO:0020093"
"3644","GRMZM2G018756","nitrate content","TO:0020094"
"3645","GRMZM2G040115","mineral and ion content related trait","TO:0000465"
"3646","GRMZM2G040115","nitrogen content","TO:0020093"
"3647","GRMZM2G040115","nitrate content","TO:0020094"
"3648","GRMZM2G040247","biochemical trait","TO:0000277"
"3649","GRMZM2G040247","mineral and ion content related trait","TO:0000465"
"3650","GRMZM2G040247","nitrogen content","TO:0020093"
"3651","GRMZM2G040247","nitrate content","TO:0020094"
"3652","GRMZM2G090603","biochemical trait","TO:0000277"
"3653","GRMZM2G090603","mineral and ion content related trait","TO:0000465"
"3654","GRMZM2G090603","nitrogen content","TO:0020093"
"3655","GRMZM2G090603","nitrate content","TO:0020094"
"3656","GRMZM2G117412","biochemical trait","TO:0000277"
"3657","GRMZM2G117412","mineral and ion content related trait","TO:0000465"
"3658","GRMZM2G117412","nitrogen content","TO:0020093"
"3659","GRMZM2G117412","nitrate content","TO:0020094"
"3660","GRMZM2G395114","biochemical trait","TO:0000277"
"3661","GRMZM2G395114","stover organic matter digestability","TO:0020080"
"3662","GRMZM2G095209","stover organic matter digestability","TO:0020080"
"3663","GRMZM2G033962","plant growth and development trait","TO:0000357"
"3664","GRMZM2G033962","plant phenological trait","TO:0000933"
"3665","GRMZM2G033962","days to inflorescence exsertion","TO:0001021"
"3666","GRMZM2G033962","days to heading","TO:0000137"
"3667","GRMZM2G450717","plant growth and development trait","TO:0000357"
"3668","GRMZM2G450717","plant phenological trait","TO:0000933"
"3669","GRMZM2G450717","days to inflorescence exsertion","TO:0001021"
"3670","GRMZM2G450717","days to heading","TO:0000137"
"3671","GRMZM2G009571","plant growth and development trait","TO:0000357"
"3672","GRMZM2G009571","plant phenological trait","TO:0000933"
"3673","GRMZM2G009571","days to inflorescence exsertion","TO:0001021"
"3674","GRMZM2G009571","days to heading","TO:0000137"
"3675","GRMZM2G009876","plant growth and development trait","TO:0000357"
"3676","GRMZM2G009876","plant phenological trait","TO:0000933"
"3677","GRMZM2G009876","days to inflorescence exsertion","TO:0001021"
"3678","GRMZM2G009876","days to heading","TO:0000137"
"3679","GRMZM2G703156","plant growth and development trait","TO:0000357"
"3680","GRMZM2G703156","plant phenological trait","TO:0000933"
"3681","GRMZM2G703156","days to inflorescence exsertion","TO:0001021"
"3682","GRMZM2G703156","days to heading","TO:0000137"
"3683","GRMZM2G359116","plant growth and development trait","TO:0000357"
"3684","GRMZM2G359116","plant phenological trait","TO:0000933"
"3685","GRMZM2G359116","days to inflorescence exsertion","TO:0001021"
"3686","GRMZM2G359116","days to heading","TO:0000137"
"3687","GRMZM2G359105","plant growth and development trait","TO:0000357"
"3688","GRMZM2G359105","plant phenological trait","TO:0000933"
"3689","GRMZM2G359105","days to inflorescence exsertion","TO:0001021"
"3690","GRMZM2G359105","days to heading","TO:0000137"
"3691","GRMZM2G042712","plant growth and development trait","TO:0000357"
"3692","GRMZM2G042712","plant phenological trait","TO:0000933"
"3693","GRMZM2G042712","days to inflorescence exsertion","TO:0001021"
"3694","GRMZM2G042712","days to heading","TO:0000137"
"3695","GRMZM2G343351","plant growth and development trait","TO:0000357"
"3696","GRMZM2G343351","plant phenological trait","TO:0000933"
"3697","GRMZM2G343351","days to inflorescence exsertion","TO:0001021"
"3698","GRMZM2G343351","days to heading","TO:0000137"
"3699","AC205673.3_FG006","plant growth and development trait","TO:0000357"
"3700","AC205673.3_FG006","plant phenological trait","TO:0000933"
"3701","AC205673.3_FG006","days to inflorescence exsertion","TO:0001021"
"3702","AC205673.3_FG006","days to heading","TO:0000137"
"3703","GRMZM2G042741","plant growth and development trait","TO:0000357"
"3704","GRMZM2G042741","plant phenological trait","TO:0000933"
"3705","GRMZM2G042741","days to inflorescence exsertion","TO:0001021"
"3706","GRMZM2G042741","days to heading","TO:0000137"
"3707","GRMZM2G042765","plant growth and development trait","TO:0000357"
"3708","GRMZM2G042765","plant phenological trait","TO:0000933"
"3709","GRMZM2G042765","days to inflorescence exsertion","TO:0001021"
"3710","GRMZM2G042765","days to heading","TO:0000137"
"3711","GRMZM2G343360","plant growth and development trait","TO:0000357"
"3712","GRMZM2G343360","plant phenological trait","TO:0000933"
"3713","GRMZM2G343360","days to inflorescence exsertion","TO:0001021"
"3714","GRMZM2G343360","days to heading","TO:0000137"
"3715","GRMZM2G082886","plant growth and development trait","TO:0000357"
"3716","GRMZM2G082886","plant phenological trait","TO:0000933"
"3717","GRMZM2G082886","days to inflorescence exsertion","TO:0001021"
"3718","GRMZM2G082886","days to heading","TO:0000137"
"3719","GRMZM2G082853","plant growth and development trait","TO:0000357"
"3720","GRMZM2G082853","plant phenological trait","TO:0000933"
"3721","GRMZM2G082853","days to inflorescence exsertion","TO:0001021"
"3722","GRMZM2G082853","days to heading","TO:0000137"
"3723","GRMZM2G166776","plant growth and development trait","TO:0000357"
"3724","GRMZM2G166776","plant phenological trait","TO:0000933"
"3725","GRMZM2G166776","days to inflorescence exsertion","TO:0001021"
"3726","GRMZM2G166776","days to heading","TO:0000137"
"3727","GRMZM2G164426","plant growth and development trait","TO:0000357"
"3728","GRMZM2G164426","plant phenological trait","TO:0000933"
"3729","GRMZM2G164426","days to inflorescence exsertion","TO:0001021"
"3730","GRMZM2G164426","days to heading","TO:0000137"
"3731","GRMZM2G342197","plant growth and development trait","TO:0000357"
"3732","GRMZM2G342197","plant phenological trait","TO:0000933"
"3733","GRMZM2G342197","days to inflorescence exsertion","TO:0001021"
"3734","GRMZM2G342197","days to heading","TO:0000137"
"3735","GRMZM2G021921","plant growth and development trait","TO:0000357"
"3736","GRMZM2G021921","plant phenological trait","TO:0000933"
"3737","GRMZM2G021921","days to inflorescence exsertion","TO:0001021"
"3738","GRMZM2G021921","days to heading","TO:0000137"
"3739","GRMZM2G324544","plant growth and development trait","TO:0000357"
"3740","GRMZM2G324544","plant phenological trait","TO:0000933"
"3741","GRMZM2G324544","days to inflorescence exsertion","TO:0001021"
"3742","GRMZM2G324544","days to heading","TO:0000137"
"3743","GRMZM2G324507","plant growth and development trait","TO:0000357"
"3744","GRMZM2G324507","plant phenological trait","TO:0000933"
"3745","GRMZM2G324507","days to inflorescence exsertion","TO:0001021"
"3746","GRMZM2G324507","days to heading","TO:0000137"
"3747","AC200495.3_FG001","plant growth and development trait","TO:0000357"
"3748","AC200495.3_FG001","plant phenological trait","TO:0000933"
"3749","AC200495.3_FG001","days to inflorescence exsertion","TO:0001021"
"3750","AC200495.3_FG001","days to heading","TO:0000137"
"3751","GRMZM2G337892","plant growth and development trait","TO:0000357"
"3752","GRMZM2G337892","plant phenological trait","TO:0000933"
"3753","GRMZM2G337892","days to inflorescence exsertion","TO:0001021"
"3754","GRMZM2G337892","days to heading","TO:0000137"
"3755","GRMZM2G039538","plant growth and development trait","TO:0000357"
"3756","GRMZM2G039538","plant phenological trait","TO:0000933"
"3757","GRMZM2G039538","days to inflorescence exsertion","TO:0001021"
"3758","GRMZM2G039538","days to heading","TO:0000137"
"3759","GRMZM2G039622","plant growth and development trait","TO:0000357"
"3760","GRMZM2G039622","plant phenological trait","TO:0000933"
"3761","GRMZM2G039622","days to inflorescence exsertion","TO:0001021"
"3762","GRMZM2G039622","days to heading","TO:0000137"
"3763","GRMZM2G038722","plant growth and development trait","TO:0000357"
"3764","GRMZM2G038722","plant phenological trait","TO:0000933"
"3765","GRMZM2G038722","days to inflorescence exsertion","TO:0001021"
"3766","GRMZM2G038722","days to heading","TO:0000137"
"3767","GRMZM2G038714","plant growth and development trait","TO:0000357"
"3768","GRMZM2G038714","plant phenological trait","TO:0000933"
"3769","GRMZM2G038714","days to inflorescence exsertion","TO:0001021"
"3770","GRMZM2G038714","days to heading","TO:0000137"
"3771","GRMZM2G010783","plant growth and development trait","TO:0000357"
"3772","GRMZM2G010783","plant phenological trait","TO:0000933"
"3773","GRMZM2G010783","days to inflorescence exsertion","TO:0001021"
"3774","GRMZM2G010783","days to heading","TO:0000137"
"3775","GRMZM2G010991","plant growth and development trait","TO:0000357"
"3776","GRMZM2G010991","plant phenological trait","TO:0000933"
"3777","GRMZM2G010991","days to inflorescence exsertion","TO:0001021"
"3778","GRMZM2G010991","days to heading","TO:0000137"
"3779","GRMZM2G312434","plant growth and development trait","TO:0000357"
"3780","GRMZM2G312434","plant phenological trait","TO:0000933"
"3781","GRMZM2G312434","days to inflorescence exsertion","TO:0001021"
"3782","GRMZM2G312434","days to heading","TO:0000137"
"3783","GRMZM2G180283","plant growth and development trait","TO:0000357"
"3784","GRMZM2G180283","plant phenological trait","TO:0000933"
"3785","GRMZM2G180283","days to inflorescence exsertion","TO:0001021"
"3786","GRMZM2G180283","days to heading","TO:0000137"
"3787","GRMZM2G081790","plant growth and development trait","TO:0000357"
"3788","GRMZM2G081790","plant phenological trait","TO:0000933"
"3789","GRMZM2G081790","days to inflorescence exsertion","TO:0001021"
"3790","GRMZM2G081790","days to heading","TO:0000137"
"3791","GRMZM2G081812","plant growth and development trait","TO:0000357"
"3792","GRMZM2G081812","plant phenological trait","TO:0000933"
"3793","GRMZM2G081812","days to inflorescence exsertion","TO:0001021"
"3794","GRMZM2G081812","days to heading","TO:0000137"
"3795","GRMZM2G035685","plant growth and development trait","TO:0000357"
"3796","GRMZM2G035685","plant phenological trait","TO:0000933"
"3797","GRMZM2G035685","days to inflorescence exsertion","TO:0001021"
"3798","GRMZM2G035685","days to heading","TO:0000137"
"3799","GRMZM2G035719","plant growth and development trait","TO:0000357"
"3800","GRMZM2G035719","plant phenological trait","TO:0000933"
"3801","GRMZM2G035719","days to inflorescence exsertion","TO:0001021"
"3802","GRMZM2G035719","days to heading","TO:0000137"
"3803","GRMZM5G849499","plant growth and development trait","TO:0000357"
"3804","GRMZM5G849499","plant phenological trait","TO:0000933"
"3805","GRMZM5G849499","days to inflorescence exsertion","TO:0001021"
"3806","GRMZM5G849499","days to heading","TO:0000137"
"3807","GRMZM2G090279","plant growth and development trait","TO:0000357"
"3808","GRMZM2G090279","plant phenological trait","TO:0000933"
"3809","GRMZM2G090279","days to inflorescence exsertion","TO:0001021"
"3810","GRMZM2G090279","days to heading","TO:0000137"
"3811","GRMZM2G040209","plant growth and development trait","TO:0000357"
"3812","GRMZM2G040209","plant phenological trait","TO:0000933"
"3813","GRMZM2G040209","days to inflorescence exsertion","TO:0001021"
"3814","GRMZM2G040209","days to heading","TO:0000137"
"3815","GRMZM2G077479","plant growth and development trait","TO:0000357"
"3816","GRMZM2G077479","plant phenological trait","TO:0000933"
"3817","GRMZM2G077479","days to inflorescence exsertion","TO:0001021"
"3818","GRMZM2G077479","days to heading","TO:0000137"
"3819","GRMZM2G106604","plant growth and development trait","TO:0000357"
"3820","GRMZM2G106604","plant phenological trait","TO:0000933"
"3821","GRMZM2G106604","days to inflorescence exsertion","TO:0001021"
"3822","GRMZM2G106604","days to heading","TO:0000137"
"3823","GRMZM2G080274","plant growth and development trait","TO:0000357"
"3824","GRMZM2G080274","plant phenological trait","TO:0000933"
"3825","GRMZM2G080274","days to inflorescence exsertion","TO:0001021"
"3826","GRMZM2G080274","days to heading","TO:0000137"
"3827","GRMZM2G078279","plant growth and development trait","TO:0000357"
"3828","GRMZM2G078279","plant phenological trait","TO:0000933"
"3829","GRMZM2G078279","days to inflorescence exsertion","TO:0001021"
"3830","GRMZM2G078279","days to heading","TO:0000137"
"3831","GRMZM2G007256","plant growth and development trait","TO:0000357"
"3832","GRMZM2G007256","plant phenological trait","TO:0000933"
"3833","GRMZM2G007256","days to inflorescence exsertion","TO:0001021"
"3834","GRMZM2G007256","days to heading","TO:0000137"
"3835","GRMZM2G007157","plant growth and development trait","TO:0000357"
"3836","GRMZM2G007157","plant phenological trait","TO:0000933"
"3837","GRMZM2G007157","days to inflorescence exsertion","TO:0001021"
"3838","GRMZM2G007157","days to heading","TO:0000137"
"3839","GRMZM2G167658","plant growth and development trait","TO:0000357"
"3840","GRMZM2G167658","plant phenological trait","TO:0000933"
"3841","GRMZM2G167658","days to inflorescence exsertion","TO:0001021"
"3842","GRMZM2G167658","days to heading","TO:0000137"
"3843","GRMZM2G082580","plant growth and development trait","TO:0000357"
"3844","GRMZM2G082580","plant phenological trait","TO:0000933"
"3845","GRMZM2G082580","days to inflorescence exsertion","TO:0001021"
"3846","GRMZM2G082580","days to heading","TO:0000137"
"3847","GRMZM2G053434","plant growth and development trait","TO:0000357"
"3848","GRMZM2G053434","plant phenological trait","TO:0000933"
"3849","GRMZM2G053434","days to inflorescence exsertion","TO:0001021"
"3850","GRMZM2G053434","days to heading","TO:0000137"
"3851","AC226564.1_FG003","plant growth and development trait","TO:0000357"
"3852","AC226564.1_FG003","plant phenological trait","TO:0000933"
"3853","AC226564.1_FG003","days to inflorescence exsertion","TO:0001021"
"3854","AC226564.1_FG003","days to heading","TO:0000137"
"3855","GRMZM2G096331","plant growth and development trait","TO:0000357"
"3856","GRMZM2G096331","plant phenological trait","TO:0000933"
"3857","GRMZM2G096331","days to inflorescence exsertion","TO:0001021"
"3858","GRMZM2G096331","days to heading","TO:0000137"
"3859","GRMZM2G068557","plant growth and development trait","TO:0000357"
"3860","GRMZM2G068557","plant phenological trait","TO:0000933"
"3861","GRMZM2G068557","days to inflorescence exsertion","TO:0001021"
"3862","GRMZM2G068557","days to heading","TO:0000137"
"3863","GRMZM2G153268","plant growth and development trait","TO:0000357"
"3864","GRMZM2G153268","plant phenological trait","TO:0000933"
