"ID","Gene","TO_annotation","TO_ID"
"1","LOC_Os01g01810","plant morphology trait","TO:0000017"
"2","LOC_Os01g01810","plant structure morphology trait","TO:0000839"
"3","LOC_Os01g01810","cardinal part of a multi-tissue plant structure morphology trait","TO:0000837"
"4","LOC_Os01g01810","cardinal organ part morphology trait","TO:0000754"
"5","LOC_Os01g01810","leaf lamina morphology trait","TO:0000829"
"6","LOC_Os01g01810","leaf lamina width","TO:0002720"
"7","LOC_Os01g01830","plant morphology trait","TO:0000017"
"8","LOC_Os01g01830","plant structure morphology trait","TO:0000839"
"9","LOC_Os01g01830","cardinal part of a multi-tissue plant structure morphology trait","TO:0000837"
"10","LOC_Os01g01830","cardinal organ part morphology trait","TO:0000754"
"11","LOC_Os01g01830","leaf lamina morphology trait","TO:0000829"
"12","LOC_Os01g01830","leaf lamina width","TO:0002720"
"13","LOC_Os01g01925","biochemical trait","TO:0000277"
"14","LOC_Os01g01925","mineral and ion content related trait","TO:0000465"
"15","LOC_Os01g01925","copper content","TO:0020092"
"16","LOC_Os01g01925","copper concentration","TO:0006052"
"17","LOC_Os01g01930","biochemical trait","TO:0000277"
"18","LOC_Os01g01930","mineral and ion content related trait","TO:0000465"
"19","LOC_Os01g01930","copper content","TO:0020092"
"20","LOC_Os01g01930","copper concentration","TO:0006052"
"21","LOC_Os01g01940","biochemical trait","TO:0000277"
"22","LOC_Os01g01940","mineral and ion content related trait","TO:0000465"
"23","LOC_Os01g01940","copper content","TO:0020092"
"24","LOC_Os01g01940","copper concentration","TO:0006052"
"25","LOC_Os01g01950","biochemical trait","TO:0000277"
"26","LOC_Os01g01950","mineral and ion content related trait","TO:0000465"
"27","LOC_Os01g01950","copper content","TO:0020092"
"28","LOC_Os01g01950","copper concentration","TO:0006052"
"29","LOC_Os01g01960","biochemical trait","TO:0000277"
"30","LOC_Os01g01960","mineral and ion content related trait","TO:0000465"
"31","LOC_Os01g01960","copper content","TO:0020092"
"32","LOC_Os01g01960","copper concentration","TO:0006052"
"33","LOC_Os01g01970","biochemical trait","TO:0000277"
"34","LOC_Os01g01970","mineral and ion content related trait","TO:0000465"
"35","LOC_Os01g01970","copper content","TO:0020092"
"36","LOC_Os01g01970","copper concentration","TO:0006052"
"37","LOC_Os01g01950","plant morphology trait","TO:0000017"
"38","LOC_Os01g01950","plant structure morphology trait","TO:0000839"
"39","LOC_Os01g01950","cardinal part of a multi-tissue plant structure morphology trait","TO:0000837"
"40","LOC_Os01g01950","cardinal organ part morphology trait","TO:0000754"
"41","LOC_Os01g01950","leaf lamina morphology trait","TO:0000829"
"42","LOC_Os01g01950","leaf lamina length","TO:0002690"
"43","LOC_Os01g01960","plant morphology trait","TO:0000017"
"44","LOC_Os01g01960","plant structure morphology trait","TO:0000839"
"45","LOC_Os01g01960","cardinal part of a multi-tissue plant structure morphology trait","TO:0000837"
"46","LOC_Os01g01960","cardinal organ part morphology trait","TO:0000754"
"47","LOC_Os01g01960","leaf lamina morphology trait","TO:0000829"
"48","LOC_Os01g01960","leaf lamina length","TO:0002690"
"49","LOC_Os01g01970","plant morphology trait","TO:0000017"
"50","LOC_Os01g01970","plant structure morphology trait","TO:0000839"
"51","LOC_Os01g01970","cardinal part of a multi-tissue plant structure morphology trait","TO:0000837"
"52","LOC_Os01g01970","cardinal organ part morphology trait","TO:0000754"
"53","LOC_Os01g01970","leaf lamina morphology trait","TO:0000829"
"54","LOC_Os01g01970","leaf lamina length","TO:0002690"
"55","LOC_Os01g01980","plant morphology trait","TO:0000017"
"56","LOC_Os01g01980","plant structure morphology trait","TO:0000839"
"57","LOC_Os01g01980","cardinal part of a multi-tissue plant structure morphology trait","TO:0000837"
"58","LOC_Os01g01980","cardinal organ part morphology trait","TO:0000754"
"59","LOC_Os01g01980","leaf lamina morphology trait","TO:0000829"
"60","LOC_Os01g01980","leaf lamina length","TO:0002690"
"61","LOC_Os01g01990","plant morphology trait","TO:0000017"
"62","LOC_Os01g01990","plant structure morphology trait","TO:0000839"
"63","LOC_Os01g01990","cardinal part of a multi-tissue plant structure morphology trait","TO:0000837"
"64","LOC_Os01g01990","cardinal organ part morphology trait","TO:0000754"
"65","LOC_Os01g01990","leaf lamina morphology trait","TO:0000829"
"66","LOC_Os01g01990","leaf lamina length","TO:0002690"
"67","LOC_Os01g01980","biochemical trait","TO:0000277"
"68","LOC_Os01g01980","mineral and ion content related trait","TO:0000465"
"69","LOC_Os01g01980","copper content","TO:0020092"
"70","LOC_Os01g01980","copper concentration","TO:0006052"
"71","LOC_Os01g01990","biochemical trait","TO:0000277"
"72","LOC_Os01g01990","mineral and ion content related trait","TO:0000465"
"73","LOC_Os01g01990","copper content","TO:0020092"
"74","LOC_Os01g01990","copper concentration","TO:0006052"
"75","LOC_Os01g02000","biochemical trait","TO:0000277"
"76","LOC_Os01g02000","mineral and ion content related trait","TO:0000465"
"77","LOC_Os01g02000","copper content","TO:0020092"
"78","LOC_Os01g02000","copper concentration","TO:0006052"
"79","LOC_Os01g02420","plant morphology trait","TO:0000017"
"80","LOC_Os01g02420","plant structure morphology trait","TO:0000839"
"81","LOC_Os01g02420","whole plant morphology trait","TO:0000398"
"82","LOC_Os01g02420","whole plant size","TO:1000012"
"83","LOC_Os01g02420","plant height","TO:0000207"
"84","LOC_Os01g02430","plant morphology trait","TO:0000017"
"85","LOC_Os01g02430","plant structure morphology trait","TO:0000839"
"86","LOC_Os01g02430","whole plant morphology trait","TO:0000398"
"87","LOC_Os01g02430","whole plant size","TO:1000012"
"88","LOC_Os01g02430","plant height","TO:0000207"
"89","LOC_Os01g02440","plant morphology trait","TO:0000017"
"90","LOC_Os01g02440","plant structure morphology trait","TO:0000839"
"91","LOC_Os01g02440","whole plant morphology trait","TO:0000398"
"92","LOC_Os01g02440","whole plant size","TO:1000012"
"93","LOC_Os01g02440","plant height","TO:0000207"
"94","LOC_Os01g02450","plant morphology trait","TO:0000017"
"95","LOC_Os01g02450","plant structure morphology trait","TO:0000839"
"96","LOC_Os01g02450","whole plant morphology trait","TO:0000398"
"97","LOC_Os01g02450","whole plant size","TO:1000012"
"98","LOC_Os01g02450","plant height","TO:0000207"
"99","LOC_Os01g02460","plant morphology trait","TO:0000017"
"100","LOC_Os01g02460","plant structure morphology trait","TO:0000839"
"101","LOC_Os01g02460","whole plant morphology trait","TO:0000398"
"102","LOC_Os01g02460","whole plant size","TO:1000012"
"103","LOC_Os01g02460","plant height","TO:0000207"
"104","LOC_Os01g02470","plant morphology trait","TO:0000017"
"105","LOC_Os01g02470","plant structure morphology trait","TO:0000839"
"106","LOC_Os01g02470","whole plant morphology trait","TO:0000398"
"107","LOC_Os01g02470","whole plant size","TO:1000012"
"108","LOC_Os01g02470","plant height","TO:0000207"
"109","LOC_Os01g02480","plant morphology trait","TO:0000017"
"110","LOC_Os01g02480","plant structure morphology trait","TO:0000839"
"111","LOC_Os01g02480","whole plant morphology trait","TO:0000398"
"112","LOC_Os01g02480","whole plant size","TO:1000012"
"113","LOC_Os01g02480","plant height","TO:0000207"
"114","LOC_Os01g02540","plant morphology trait","TO:0000017"
"115","LOC_Os01g02540","plant structure morphology trait","TO:0000839"
"116","LOC_Os01g02540","whole plant morphology trait","TO:0000398"
"117","LOC_Os01g02540","whole plant size","TO:1000012"
"118","LOC_Os01g02540","plant height","TO:0000207"
"119","LOC_Os01g02550","plant morphology trait","TO:0000017"
"120","LOC_Os01g02550","plant structure morphology trait","TO:0000839"
"121","LOC_Os01g02550","whole plant morphology trait","TO:0000398"
"122","LOC_Os01g02550","whole plant size","TO:1000012"
"123","LOC_Os01g02550","plant height","TO:0000207"
"124","LOC_Os01g02560","plant morphology trait","TO:0000017"
"125","LOC_Os01g02560","plant structure morphology trait","TO:0000839"
"126","LOC_Os01g02560","whole plant morphology trait","TO:0000398"
"127","LOC_Os01g02560","whole plant size","TO:1000012"
"128","LOC_Os01g02560","plant height","TO:0000207"
"129","LOC_Os01g02570","plant morphology trait","TO:0000017"
"130","LOC_Os01g02570","plant structure morphology trait","TO:0000839"
"131","LOC_Os01g02570","whole plant morphology trait","TO:0000398"
"132","LOC_Os01g02570","whole plant size","TO:1000012"
"133","LOC_Os01g02570","plant height","TO:0000207"
"134","LOC_Os01g02570","stress trait","TO:0000164"
"135","LOC_Os01g02570","biotic stress trait","TO:0000179"
"136","LOC_Os01g02570","crop damage resistance","TO:0000236"
"137","LOC_Os01g02570","disease resistance","TO:0000112"
"138","LOC_Os01g02570","fungal disease resistance","TO:0000439"
"139","LOC_Os01g02570","blast disease resistance","TO:0000074"
"140","LOC_Os01g02580","stress trait","TO:0000164"
"141","LOC_Os01g02580","biotic stress trait","TO:0000179"
"142","LOC_Os01g02580","crop damage resistance","TO:0000236"
"143","LOC_Os01g02580","disease resistance","TO:0000112"
"144","LOC_Os01g02580","fungal disease resistance","TO:0000439"
"145","LOC_Os01g02580","blast disease resistance","TO:0000074"
"146","LOC_Os01g02590","stress trait","TO:0000164"
"147","LOC_Os01g02590","biotic stress trait","TO:0000179"
"148","LOC_Os01g02590","crop damage resistance","TO:0000236"
"149","LOC_Os01g02590","disease resistance","TO:0000112"
"150","LOC_Os01g02590","fungal disease resistance","TO:0000439"
"151","LOC_Os01g02590","blast disease resistance","TO:0000074"
"152","LOC_Os01g02600","stress trait","TO:0000164"
"153","LOC_Os01g02600","biotic stress trait","TO:0000179"
"154","LOC_Os01g02600","crop damage resistance","TO:0000236"
"155","LOC_Os01g02600","disease resistance","TO:0000112"
"156","LOC_Os01g02600","fungal disease resistance","TO:0000439"
"157","LOC_Os01g02600","blast disease resistance","TO:0000074"
"158","LOC_Os01g02610","stress trait","TO:0000164"
"159","LOC_Os01g02610","biotic stress trait","TO:0000179"
"160","LOC_Os01g02610","crop damage resistance","TO:0000236"
"161","LOC_Os01g02610","disease resistance","TO:0000112"
"162","LOC_Os01g02610","fungal disease resistance","TO:0000439"
"163","LOC_Os01g02610","blast disease resistance","TO:0000074"
"164","LOC_Os01g02570","collective plant structure morphology trait","TO:0000840"
"165","LOC_Os01g02570","collective plant organ structure morphology trait","TO:0000842"
"166","LOC_Os01g02570","shoot system morphology trait","TO:0000077"
"167","LOC_Os01g02570","basal tiller number","TO:0001004"
"168","LOC_Os01g02580","plant morphology trait","TO:0000017"
"169","LOC_Os01g02580","plant structure morphology trait","TO:0000839"
"170","LOC_Os01g02580","collective plant structure morphology trait","TO:0000840"
"171","LOC_Os01g02580","collective plant organ structure morphology trait","TO:0000842"
"172","LOC_Os01g02580","shoot system morphology trait","TO:0000077"
"173","LOC_Os01g02580","basal tiller number","TO:0001004"
"174","LOC_Os01g02590","plant morphology trait","TO:0000017"
"175","LOC_Os01g02590","plant structure morphology trait","TO:0000839"
"176","LOC_Os01g02590","collective plant structure morphology trait","TO:0000840"
"177","LOC_Os01g02590","collective plant organ structure morphology trait","TO:0000842"
"178","LOC_Os01g02590","shoot system morphology trait","TO:0000077"
"179","LOC_Os01g02590","basal tiller number","TO:0001004"
"180","LOC_Os01g02600","plant morphology trait","TO:0000017"
"181","LOC_Os01g02600","plant structure morphology trait","TO:0000839"
"182","LOC_Os01g02600","collective plant structure morphology trait","TO:0000840"
"183","LOC_Os01g02600","collective plant organ structure morphology trait","TO:0000842"
"184","LOC_Os01g02600","shoot system morphology trait","TO:0000077"
"185","LOC_Os01g02600","basal tiller number","TO:0001004"
"186","LOC_Os01g02610","plant morphology trait","TO:0000017"
"187","LOC_Os01g02610","plant structure morphology trait","TO:0000839"
"188","LOC_Os01g02610","collective plant structure morphology trait","TO:0000840"
"189","LOC_Os01g02610","collective plant organ structure morphology trait","TO:0000842"
"190","LOC_Os01g02610","shoot system morphology trait","TO:0000077"
"191","LOC_Os01g02610","basal tiller number","TO:0001004"
"192","LOC_Os01g02720","plant morphology trait","TO:0000017"
"193","LOC_Os01g02720","plant structure morphology trait","TO:0000839"
"194","LOC_Os01g02720","collective plant structure morphology trait","TO:0000840"
"195","LOC_Os01g02720","collective plant organ structure morphology trait","TO:0000842"
"196","LOC_Os01g02720","shoot system morphology trait","TO:0000077"
"197","LOC_Os01g02720","basal tiller number","TO:0001004"
"198","LOC_Os01g02730","plant morphology trait","TO:0000017"
"199","LOC_Os01g02730","plant structure morphology trait","TO:0000839"
"200","LOC_Os01g02730","collective plant structure morphology trait","TO:0000840"
"201","LOC_Os01g02730","collective plant organ structure morphology trait","TO:0000842"
"202","LOC_Os01g02730","shoot system morphology trait","TO:0000077"
"203","LOC_Os01g02730","basal tiller number","TO:0001004"
"204","LOC_Os01g02740","plant morphology trait","TO:0000017"
"205","LOC_Os01g02740","plant structure morphology trait","TO:0000839"
"206","LOC_Os01g02740","collective plant structure morphology trait","TO:0000840"
"207","LOC_Os01g02740","collective plant organ structure morphology trait","TO:0000842"
"208","LOC_Os01g02740","shoot system morphology trait","TO:0000077"
"209","LOC_Os01g02740","basal tiller number","TO:0001004"
"210","LOC_Os01g02740","stress trait","TO:0000164"
"211","LOC_Os01g02740","biotic stress trait","TO:0000179"
"212","LOC_Os01g02740","crop damage resistance","TO:0000236"
"213","LOC_Os01g02740","disease resistance","TO:0000112"
"214","LOC_Os01g02740","fungal disease resistance","TO:0000439"
"215","LOC_Os01g02740","blast disease resistance","TO:0000074"
"216","LOC_Os01g02750","stress trait","TO:0000164"
"217","LOC_Os01g02750","biotic stress trait","TO:0000179"
"218","LOC_Os01g02750","crop damage resistance","TO:0000236"
"219","LOC_Os01g02750","disease resistance","TO:0000112"
"220","LOC_Os01g02750","fungal disease resistance","TO:0000439"
"221","LOC_Os01g02750","blast disease resistance","TO:0000074"
"222","LOC_Os01g02760","stress trait","TO:0000164"
"223","LOC_Os01g02760","biotic stress trait","TO:0000179"
"224","LOC_Os01g02760","crop damage resistance","TO:0000236"
"225","LOC_Os01g02760","disease resistance","TO:0000112"
"226","LOC_Os01g02760","fungal disease resistance","TO:0000439"
"227","LOC_Os01g02760","blast disease resistance","TO:0000074"
"228","LOC_Os01g02770","stress trait","TO:0000164"
"229","LOC_Os01g02770","biotic stress trait","TO:0000179"
"230","LOC_Os01g02770","crop damage resistance","TO:0000236"
"231","LOC_Os01g02770","disease resistance","TO:0000112"
"232","LOC_Os01g02770","fungal disease resistance","TO:0000439"
"233","LOC_Os01g02770","blast disease resistance","TO:0000074"
"234","LOC_Os01g02790","plant morphology trait","TO:0000017"
"235","LOC_Os01g02790","plant structure morphology trait","TO:0000839"
"236","LOC_Os01g02790","whole plant morphology trait","TO:0000398"
"237","LOC_Os01g02790","whole plant size","TO:1000012"
"238","LOC_Os01g02790","plant height","TO:0000207"
"239","LOC_Os01g02800","plant morphology trait","TO:0000017"
"240","LOC_Os01g02800","plant structure morphology trait","TO:0000839"
"241","LOC_Os01g02800","whole plant morphology trait","TO:0000398"
"242","LOC_Os01g02800","whole plant size","TO:1000012"
"243","LOC_Os01g02800","plant height","TO:0000207"
"244","LOC_Os01g02810","plant morphology trait","TO:0000017"
"245","LOC_Os01g02810","plant structure morphology trait","TO:0000839"
"246","LOC_Os01g02810","whole plant morphology trait","TO:0000398"
"247","LOC_Os01g02810","whole plant size","TO:1000012"
"248","LOC_Os01g02810","plant height","TO:0000207"
"249","LOC_Os01g02830","plant morphology trait","TO:0000017"
"250","LOC_Os01g02830","plant structure morphology trait","TO:0000839"
"251","LOC_Os01g02830","whole plant morphology trait","TO:0000398"
"252","LOC_Os01g02830","whole plant size","TO:1000012"
"253","LOC_Os01g02830","plant height","TO:0000207"
"254","LOC_Os01g02840","plant morphology trait","TO:0000017"
"255","LOC_Os01g02840","plant structure morphology trait","TO:0000839"
"256","LOC_Os01g02840","whole plant morphology trait","TO:0000398"
"257","LOC_Os01g02840","whole plant size","TO:1000012"
"258","LOC_Os01g02840","plant height","TO:0000207"
"259","LOC_Os01g02850","plant morphology trait","TO:0000017"
"260","LOC_Os01g02850","plant structure morphology trait","TO:0000839"
"261","LOC_Os01g02850","whole plant morphology trait","TO:0000398"
"262","LOC_Os01g02850","whole plant size","TO:1000012"
"263","LOC_Os01g02850","plant height","TO:0000207"
"264","LOC_Os01g02860","plant morphology trait","TO:0000017"
"265","LOC_Os01g02860","plant structure morphology trait","TO:0000839"
"266","LOC_Os01g02860","whole plant morphology trait","TO:0000398"
"267","LOC_Os01g02860","whole plant size","TO:1000012"
"268","LOC_Os01g02860","plant height","TO:0000207"
"269","LOC_Os01g03620","stress trait","TO:0000164"
"270","LOC_Os01g03620","abiotic stress trait","TO:0000168"
"271","LOC_Os01g03620","rooting depth","TO:0000519"
"272","LOC_Os01g03630","stress trait","TO:0000164"
"273","LOC_Os01g03630","abiotic stress trait","TO:0000168"
"274","LOC_Os01g03630","rooting depth","TO:0000519"
"275","LOC_Os01g03640","stress trait","TO:0000164"
"276","LOC_Os01g03640","abiotic stress trait","TO:0000168"
"277","LOC_Os01g03640","rooting depth","TO:0000519"
"278","LOC_Os01g03650","stress trait","TO:0000164"
"279","LOC_Os01g03650","abiotic stress trait","TO:0000168"
"280","LOC_Os01g03650","rooting depth","TO:0000519"
"281","LOC_Os01g03989","stress trait","TO:0000164"
"282","LOC_Os01g03989","biotic stress trait","TO:0000179"
"283","LOC_Os01g03989","crop damage resistance","TO:0000236"
"284","LOC_Os01g03989","disease resistance","TO:0000112"
"285","LOC_Os01g03989","fungal disease resistance","TO:0000439"
"286","LOC_Os01g03989","blast disease resistance","TO:0000074"
"287","LOC_Os01g04000","stress trait","TO:0000164"
"288","LOC_Os01g04000","biotic stress trait","TO:0000179"
"289","LOC_Os01g04000","crop damage resistance","TO:0000236"
"290","LOC_Os01g04000","disease resistance","TO:0000112"
"291","LOC_Os01g04000","fungal disease resistance","TO:0000439"
"292","LOC_Os01g04000","blast disease resistance","TO:0000074"
"293","LOC_Os01g04005","stress trait","TO:0000164"
"294","LOC_Os01g04005","biotic stress trait","TO:0000179"
"295","LOC_Os01g04005","crop damage resistance","TO:0000236"
"296","LOC_Os01g04005","disease resistance","TO:0000112"
"297","LOC_Os01g04005","fungal disease resistance","TO:0000439"
"298","LOC_Os01g04005","blast disease resistance","TO:0000074"
"299","LOC_Os01g04010","stress trait","TO:0000164"
"300","LOC_Os01g04010","biotic stress trait","TO:0000179"
"301","LOC_Os01g04010","crop damage resistance","TO:0000236"
"302","LOC_Os01g04010","disease resistance","TO:0000112"
"303","LOC_Os01g04010","fungal disease resistance","TO:0000439"
"304","LOC_Os01g04010","blast disease resistance","TO:0000074"
"305","LOC_Os01g04130","stress trait","TO:0000164"
"306","LOC_Os01g04130","abiotic stress trait","TO:0000168"
"307","LOC_Os01g04130","root volume","TO:0000233"
"308","LOC_Os01g04140","stress trait","TO:0000164"
"309","LOC_Os01g04140","abiotic stress trait","TO:0000168"
"310","LOC_Os01g04140","root volume","TO:0000233"
"311","LOC_Os01g04150","stress trait","TO:0000164"
"312","LOC_Os01g04150","abiotic stress trait","TO:0000168"
"313","LOC_Os01g04150","root volume","TO:0000233"
"314","LOC_Os01g04720","plant morphology trait","TO:0000017"
"315","LOC_Os01g04720","plant structure morphology trait","TO:0000839"
"316","LOC_Os01g04720","whole plant morphology trait","TO:0000398"
"317","LOC_Os01g04720","whole plant size","TO:1000012"
"318","LOC_Os01g04720","plant height","TO:0000207"
"319","LOC_Os01g04730","plant morphology trait","TO:0000017"
"320","LOC_Os01g04730","plant structure morphology trait","TO:0000839"
"321","LOC_Os01g04730","whole plant morphology trait","TO:0000398"
"322","LOC_Os01g04730","whole plant size","TO:1000012"
"323","LOC_Os01g04730","plant height","TO:0000207"
"324","LOC_Os01g04740","plant morphology trait","TO:0000017"
"325","LOC_Os01g04740","plant structure morphology trait","TO:0000839"
"326","LOC_Os01g04740","whole plant morphology trait","TO:0000398"
"327","LOC_Os01g04740","whole plant size","TO:1000012"
"328","LOC_Os01g04740","plant height","TO:0000207"
"329","LOC_Os01g04830","plant morphology trait","TO:0000017"
"330","LOC_Os01g04830","plant structure morphology trait","TO:0000839"
"331","LOC_Os01g04830","whole plant morphology trait","TO:0000398"
"332","LOC_Os01g04830","whole plant size","TO:1000012"
"333","LOC_Os01g04830","plant height","TO:0000207"
"334","LOC_Os01g04840","plant morphology trait","TO:0000017"
"335","LOC_Os01g04840","plant structure morphology trait","TO:0000839"
"336","LOC_Os01g04840","whole plant morphology trait","TO:0000398"
"337","LOC_Os01g04840","whole plant size","TO:1000012"
"338","LOC_Os01g04840","plant height","TO:0000207"
"339","LOC_Os01g04850","plant morphology trait","TO:0000017"
"340","LOC_Os01g04850","plant structure morphology trait","TO:0000839"
"341","LOC_Os01g04850","whole plant morphology trait","TO:0000398"
"342","LOC_Os01g04850","whole plant size","TO:1000012"
"343","LOC_Os01g04850","plant height","TO:0000207"
"344","LOC_Os01g04880","plant growth and development trait","TO:0000357"
"345","LOC_Os01g04880","plant structure growth and development trait","TO:0000928"
"346","LOC_Os01g04880","shoot system growth and development trait","TO:0000654"
"347","LOC_Os01g04880","inflorescence development trait","TO:0006027"
"348","LOC_Os01g04880","flower development trait","TO:0000622"
"349","LOC_Os01g04880","floret number","TO:0000670"
"350","LOC_Os01g04900","plant growth and development trait","TO:0000357"
"351","LOC_Os01g04900","plant structure growth and development trait","TO:0000928"
"352","LOC_Os01g04900","shoot system growth and development trait","TO:0000654"
"353","LOC_Os01g04900","inflorescence development trait","TO:0006027"
"354","LOC_Os01g04900","flower development trait","TO:0000622"
"355","LOC_Os01g04900","floret number","TO:0000670"
"356","LOC_Os01g04910","plant growth and development trait","TO:0000357"
"357","LOC_Os01g04910","plant structure growth and development trait","TO:0000928"
"358","LOC_Os01g04910","shoot system growth and development trait","TO:0000654"
"359","LOC_Os01g04910","inflorescence development trait","TO:0006027"
"360","LOC_Os01g04910","flower development trait","TO:0000622"
"361","LOC_Os01g04910","floret number","TO:0000670"
"362","LOC_Os01g04920","plant growth and development trait","TO:0000357"
"363","LOC_Os01g04920","plant structure growth and development trait","TO:0000928"
"364","LOC_Os01g04920","shoot system growth and development trait","TO:0000654"
"365","LOC_Os01g04920","inflorescence development trait","TO:0006027"
"366","LOC_Os01g04920","flower development trait","TO:0000622"
"367","LOC_Os01g04920","floret number","TO:0000670"
"368","LOC_Os01g04930","plant growth and development trait","TO:0000357"
"369","LOC_Os01g04930","plant structure growth and development trait","TO:0000928"
"370","LOC_Os01g04930","shoot system growth and development trait","TO:0000654"
"371","LOC_Os01g04930","inflorescence development trait","TO:0006027"
"372","LOC_Os01g04930","flower development trait","TO:0000622"
"373","LOC_Os01g04930","floret number","TO:0000670"
"374","LOC_Os01g05105","plant morphology trait","TO:0000017"
"375","LOC_Os01g05105","plant structure morphology trait","TO:0000839"
"376","LOC_Os01g05105","multi-tissue plant structure morphology trait","TO:0000836"
"377","LOC_Os01g05105","seed morphology trait","TO:0000184"
"378","LOC_Os01g05105","seed size","TO:0000391"
"379","LOC_Os01g05105","seed thickness","TO:0000304"
"380","LOC_Os01g05120","plant morphology trait","TO:0000017"
"381","LOC_Os01g05120","plant structure morphology trait","TO:0000839"
"382","LOC_Os01g05120","multi-tissue plant structure morphology trait","TO:0000836"
"383","LOC_Os01g05120","seed morphology trait","TO:0000184"
"384","LOC_Os01g05120","seed size","TO:0000391"
"385","LOC_Os01g05120","seed thickness","TO:0000304"
"386","LOC_Os01g05130","plant morphology trait","TO:0000017"
"387","LOC_Os01g05130","plant structure morphology trait","TO:0000839"
"388","LOC_Os01g05130","multi-tissue plant structure morphology trait","TO:0000836"
"389","LOC_Os01g05130","seed morphology trait","TO:0000184"
"390","LOC_Os01g05130","seed size","TO:0000391"
"391","LOC_Os01g05130","seed thickness","TO:0000304"
"392","LOC_Os01g05140","plant morphology trait","TO:0000017"
"393","LOC_Os01g05140","plant structure morphology trait","TO:0000839"
"394","LOC_Os01g05140","multi-tissue plant structure morphology trait","TO:0000836"
"395","LOC_Os01g05140","seed morphology trait","TO:0000184"
"396","LOC_Os01g05140","seed size","TO:0000391"
"397","LOC_Os01g05140","seed thickness","TO:0000304"
"398","LOC_Os01g05150","plant morphology trait","TO:0000017"
"399","LOC_Os01g05150","plant structure morphology trait","TO:0000839"
"400","LOC_Os01g05150","multi-tissue plant structure morphology trait","TO:0000836"
"401","LOC_Os01g05150","seed morphology trait","TO:0000184"
"402","LOC_Os01g05150","seed size","TO:0000391"
"403","LOC_Os01g05150","seed thickness","TO:0000304"
"404","LOC_Os01g05210","yield trait","TO:0000371"
"405","LOC_Os01g05210","shoot system yield trait","TO:0000327"
"406","LOC_Os01g05210","plant dry weight","TO:0000352"
"407","LOC_Os01g05210","shoot dry weight","TO:0000552"
"408","LOC_Os01g05210","relative shoot dry weight","TO:0000636"
"409","LOC_Os01g05220","yield trait","TO:0000371"
"410","LOC_Os01g05220","shoot system yield trait","TO:0000327"
"411","LOC_Os01g05220","plant dry weight","TO:0000352"
"412","LOC_Os01g05220","shoot dry weight","TO:0000552"
"413","LOC_Os01g05220","relative shoot dry weight","TO:0000636"
"414","LOC_Os01g05240","yield trait","TO:0000371"
"415","LOC_Os01g05240","shoot system yield trait","TO:0000327"
"416","LOC_Os01g05240","plant dry weight","TO:0000352"
"417","LOC_Os01g05240","shoot dry weight","TO:0000552"
"418","LOC_Os01g05240","relative shoot dry weight","TO:0000636"
"419","LOC_Os01g05210","stress trait","TO:0000164"
"420","LOC_Os01g05210","biotic stress trait","TO:0000179"
"421","LOC_Os01g05210","crop damage resistance","TO:0000236"
"422","LOC_Os01g05210","disease resistance","TO:0000112"
"423","LOC_Os01g05210","fungal disease resistance","TO:0000439"
"424","LOC_Os01g05210","blast disease resistance","TO:0000074"
"425","LOC_Os01g05220","stress trait","TO:0000164"
"426","LOC_Os01g05220","biotic stress trait","TO:0000179"
"427","LOC_Os01g05220","crop damage resistance","TO:0000236"
"428","LOC_Os01g05220","disease resistance","TO:0000112"
"429","LOC_Os01g05220","fungal disease resistance","TO:0000439"
"430","LOC_Os01g05220","blast disease resistance","TO:0000074"
"431","LOC_Os01g05240","stress trait","TO:0000164"
"432","LOC_Os01g05240","biotic stress trait","TO:0000179"
"433","LOC_Os01g05240","crop damage resistance","TO:0000236"
"434","LOC_Os01g05240","disease resistance","TO:0000112"
"435","LOC_Os01g05240","fungal disease resistance","TO:0000439"
"436","LOC_Os01g05240","blast disease resistance","TO:0000074"
"437","LOC_Os01g05210","plant morphology trait","TO:0000017"
"438","LOC_Os01g05210","plant structure morphology trait","TO:0000839"
"439","LOC_Os01g05210","cardinal part of a multi-tissue plant structure morphology trait","TO:0000837"
"440","LOC_Os01g05210","cardinal organ part morphology trait","TO:0000754"
"441","LOC_Os01g05210","leaf lamina morphology trait","TO:0000829"
"442","LOC_Os01g05210","leaf lamina length","TO:0002690"
"443","LOC_Os01g05220","plant morphology trait","TO:0000017"
"444","LOC_Os01g05220","plant structure morphology trait","TO:0000839"
"445","LOC_Os01g05220","cardinal part of a multi-tissue plant structure morphology trait","TO:0000837"
"446","LOC_Os01g05220","cardinal organ part morphology trait","TO:0000754"
"447","LOC_Os01g05220","leaf lamina morphology trait","TO:0000829"
"448","LOC_Os01g05220","leaf lamina length","TO:0002690"
"449","LOC_Os01g05240","plant morphology trait","TO:0000017"
"450","LOC_Os01g05240","plant structure morphology trait","TO:0000839"
"451","LOC_Os01g05240","cardinal part of a multi-tissue plant structure morphology trait","TO:0000837"
"452","LOC_Os01g05240","cardinal organ part morphology trait","TO:0000754"
"453","LOC_Os01g05240","leaf lamina morphology trait","TO:0000829"
"454","LOC_Os01g05240","leaf lamina length","TO:0002690"
"455","LOC_Os01g05430","yield trait","TO:0000371"
"456","LOC_Os01g05430","shoot system yield trait","TO:0000327"
"457","LOC_Os01g05430","plant fresh weight","TO:0000442"
"458","LOC_Os01g05430","shoot fresh weight","TO:0000571"
"459","LOC_Os01g05440","yield trait","TO:0000371"
