"id","gene","GO_id"
"1","GRMZM5G878530","GO:0004674"
"2","GRMZM5G878530","GO:0006468"
"3","GRMZM5G878530","GO:0016772"
"4","GRMZM5G878530","GO:0005524"
"5","GRMZM2G155962","GO:0003824"
"6","GRMZM2G155962","GO:0008152"
"7","GRMZM2G155962","GO:0009507"
"8","GRMZM2G063754","GO:0006979"
"9","GRMZM2G063754","GO:0009555"
"10","GRMZM2G063754","GO:0005886"
"11","GRMZM5G834778","GO:0016272"
"12","GRMZM5G834778","GO:0051082"
"13","GRMZM5G834778","GO:0005789"
"14","GRMZM5G834778","GO:0008270"
"15","GRMZM5G834778","GO:0003676"
"16","GRMZM5G834778","GO:0016758"
"17","GRMZM5G834778","GO:0006457"
"18","GRMZM2G063756","GO:0016020"
"19","GRMZM2G063756","GO:0004497"
"20","GRMZM2G063756","GO:0046872"
"21","GRMZM2G063756","GO:0020037"
"22","GRMZM2G063756","GO:0016021"
"23","GRMZM2G063756","GO:0016705"
"24","GRMZM2G063756","GO:0009055"
"25","GRMZM2G063756","GO:0055114"
"26","GRMZM5G828253","GO:0055114"
"27","GRMZM5G828253","GO:0016491"
"28","GRMZM2G084477","GO:0031965"
"29","GRMZM2G084477","GO:0055085"
"30","GRMZM2G084473","GO:0016310"
"31","GRMZM2G084473","GO:0016301"
"32","GRMZM2G140430","GO:0008270"
"33","GRMZM2G140430","GO:0005515"
"34","GRMZM2G140432","GO:0006508"
"35","GRMZM2G140432","GO:0008236"
"36","GRMZM2G470035","GO:0000276"
"37","GRMZM2G470035","GO:0016020"
"38","GRMZM2G470035","GO:0005739"
"39","GRMZM2G470035","GO:0015986"
"40","GRMZM2G470035","GO:0008270"
"41","GRMZM2G470035","GO:0015078"
"42","GRMZM2G005341","GO:0005634"
"43","GRMZM2G005341","GO:0006260"
"44","GRMZM2G005341","GO:0003677"
"45","GRMZM2G305400","GO:0005634"
"46","GRMZM2G357923","GO:0008026"
"47","GRMZM2G357923","GO:0000166"
"48","GRMZM2G357923","GO:0003676"
"49","GRMZM2G357923","GO:0004386"
"50","GRMZM2G357923","GO:0005524"
"51","AC195343.3_FG002","GO:0005737"
"52","AC195343.3_FG002","GO:0006457"
"53","GRMZM2G359070","GO:0004018"
"54","GRMZM2G359070","GO:0009570"
"55","GRMZM2G359070","GO:0016829"
"56","GRMZM2G359070","GO:0009152"
"57","GRMZM2G359070","GO:0006188"
"58","GRMZM2G359070","GO:0009507"
"59","GRMZM2G442008","GO:0020037"
"60","GRMZM2G442008","GO:0004601"
"61","GRMZM2G442008","GO:0006979"
"62","GRMZM2G442008","GO:0046872"
"63","GRMZM2G442008","GO:0009505"
"64","GRMZM2G442008","GO:0055114"
"65","GRMZM2G442008","GO:0016491"
"66","GRMZM2G008972","GO:0005737"
"67","GRMZM2G008972","GO:0005634"
"68","GRMZM2G404922","GO:0046983"
"69","GRMZM2G057466","GO:0005515"
"70","GRMZM2G052499","GO:0043565"
"71","GRMZM2G052499","GO:0016602"
"72","GRMZM2G052499","GO:0003700"
"73","GRMZM2G052499","GO:0005634"
"74","GRMZM2G052499","GO:0005622"
"75","GRMZM2G052499","GO:0006355"
"76","GRMZM2G052499","GO:0046982"
"77","GRMZM2G404929","GO:0006508"
"78","GRMZM2G404929","GO:0004185"
"79","GRMZM2G018020","GO:0005730"
"80","GRMZM2G018020","GO:0005634"
"81","GRMZM2G018020","GO:0000398"
"82","GRMZM2G018020","GO:0000166"
"83","GRMZM2G018020","GO:0017069"
"84","GRMZM2G018020","GO:0003676"
"85","GRMZM2G018020","GO:0009651"
"86","GRMZM2G018020","GO:0005685"
"87","GRMZM2G018020","GO:0005829"
"88","GRMZM2G018022","GO:0016779"
"89","GRMZM2G018022","GO:0016740"
"90","GRMZM2G018022","GO:0008152"
"91","GRMZM2G105140","GO:0003700"
"92","GRMZM2G105140","GO:0043565"
"93","GRMZM2G105140","GO:0006355"
"94","GRMZM2G108008","GO:0003735"
"95","GRMZM2G108008","GO:0006412"
"96","GRMZM2G108008","GO:0005840"
"97","GRMZM2G108008","GO:0005622"
"98","GRMZM2G158328","GO:0003700"
"99","GRMZM2G158328","GO:0006355"
"100","GRMZM2G158328","GO:0043565"
"101","GRMZM2G471635","GO:0046983"
"102","GRMZM2G471635","GO:0080126"
"103","GRMZM2G471635","GO:0010500"
"104","GRMZM2G471635","GO:0048462"
"105","GRMZM2G471635","GO:0003677"
"106","GRMZM2G058639","GO:0016787"
"107","GRMZM2G058630","GO:0008374"
"108","GRMZM2G058630","GO:0006629"
"109","GRMZM2G111138","GO:0016070"
"110","GRMZM2G111138","GO:0003723"
"111","GRMZM2G111138","GO:0005515"
"112","GRMZM2G111138","GO:0003677"
"113","GRMZM2G111136","GO:0005634"
"114","GRMZM2G111136","GO:0003677"
"115","GRMZM2G438293","GO:0003700"
"116","GRMZM2G438293","GO:0006355"
"117","GRMZM2G438293","GO:0043565"
"118","GRMZM2G059325","GO:0016021"
"119","GRMZM2G157379","GO:0051260"
"120","GRMZM2G028501","GO:0005802"
"121","GRMZM2G028501","GO:0005768"
"122","GRMZM2G028501","GO:0016757"
"123","GRMZM2G028501","GO:0005774"
"124","GRMZM2G028500","GO:0006979"
"125","GRMZM2G028500","GO:0005739"
"126","GRMZM2G064701","GO:0016720"
"127","GRMZM2G064701","GO:0016717"
"128","GRMZM2G064701","GO:0045485"
"129","GRMZM2G064701","GO:0006629"
"130","GRMZM2G064701","GO:0055114"
"131","GRMZM5G821024","GO:0003700"
"132","GRMZM5G821024","GO:0006355"
"133","GRMZM5G821024","GO:0043565"
"134","GRMZM5G821027","GO:0003735"
"135","GRMZM5G821027","GO:0006412"
"136","GRMZM5G821027","GO:0005840"
"137","GRMZM5G821027","GO:0005622"
"138","GRMZM2G078267","GO:0046983"
"139","GRMZM2G078267","GO:0003677"
"140","GRMZM2G093146","GO:0016765"
"141","GRMZM2G070051","GO:0005515"
"142","GRMZM2G021223","GO:0016607"
"143","GRMZM2G021223","GO:0003676"
"144","GRMZM2G021223","GO:0000398"
"145","GRMZM2G021223","GO:0000166"
"146","GRMZM2G100583","GO:0006355"
"147","GRMZM2G100583","GO:0003677"
"148","GRMZM2G354746","GO:0031072"
"149","GRMZM2G354746","GO:0046872"
"150","GRMZM2G354746","GO:0006457"
"151","GRMZM2G354746","GO:0051082"
"152","GRMZM2G399284","GO:0005737"
"153","GRMZM2G399284","GO:0009535"
"154","GRMZM2G399284","GO:0006457"
"155","GRMZM2G399284","GO:0009941"
"156","GRMZM2G399284","GO:0009570"
"157","GRMZM2G399284","GO:0009579"
"158","GRMZM2G399284","GO:0005739"
"159","GRMZM2G399284","GO:0048046"
"160","GRMZM2G399284","GO:0046686"
"161","GRMZM2G399284","GO:1901671"
"162","GRMZM2G399284","GO:0009409"
"163","GRMZM2G399284","GO:0005507"
"164","GRMZM2G399284","GO:0005524"
"165","GRMZM2G399284","GO:0009507"
"166","AC214524.3_FG002","GO:0016705"
"167","AC214524.3_FG002","GO:0055114"
"168","AC214524.3_FG002","GO:0020037"
"169","AC214524.3_FG002","GO:0009055"
"170","GRMZM2G438129","GO:0055114"
"171","GRMZM2G438129","GO:0004601"
"172","GRMZM2G438129","GO:0020037"
"173","GRMZM2G438129","GO:0006979"
"174","GRMZM2G105400","GO:0009638"
"175","GRMZM2G105400","GO:0005515"
"176","GRMZM2G105400","GO:0009785"
"177","GRMZM2G105401","GO:0009553"
"178","GRMZM2G105401","GO:0005737"
"179","GRMZM2G105401","GO:0005634"
"180","GRMZM2G105401","GO:0009793"
"181","GRMZM2G105401","GO:0009960"
"182","GRMZM2G105401","GO:0010197"
"183","GRMZM2G105401","GO:0009855"
"184","GRMZM6G028976","GO:1902047"
"185","GRMZM6G028976","GO:0015846"
"186","GRMZM6G028976","GO:0015203"
"187","GRMZM2G059580","GO:0006414"
"188","GRMZM2G059580","GO:0005853"
"189","GRMZM2G059580","GO:0046686"
"190","GRMZM2G059580","GO:0005618"
"191","GRMZM2G059580","GO:0005829"
"192","GRMZM2G059580","GO:0005773"
"193","GRMZM2G059580","GO:0005515"
"194","GRMZM2G059580","GO:0005886"
"195","GRMZM2G059580","GO:0010043"
"196","GRMZM2G059580","GO:0003746"
"197","GRMZM2G059580","GO:0005507"
"198","GRMZM2G059580","GO:0009506"
"199","GRMZM2G024548","GO:0051603"
"200","GRMZM2G024548","GO:0005839"
"201","GRMZM2G024548","GO:0004298"
"202","GRMZM2G078198","GO:0005634"
"203","GRMZM2G078198","GO:0043985"
"204","GRMZM2G078198","GO:0016740"
"205","GRMZM2G078198","GO:0005515"
"206","GRMZM2G078198","GO:0000987"
"207","GRMZM2G078198","GO:0010030"
"208","GRMZM2G401835","GO:0000160"
"209","GRMZM2G401835","GO:0000156"
"210","GRMZM2G401835","GO:0006355"
"211","GRMZM2G401835","GO:0003677"
"212","GRMZM2G401835","GO:0035556"
"213","GRMZM2G401835","GO:0003682"
"214","GRMZM2G401831","GO:0005488"
"215","GRMZM2G061289","GO:0016758"
"216","GRMZM2G061289","GO:0005829"
"217","GRMZM2G061289","GO:0008152"
"218","GRMZM2G109753","GO:0009536"
"219","GRMZM2G109753","GO:0005739"
"220","GRMZM2G137236","GO:0008565"
"221","GRMZM2G137236","GO:0016192"
"222","GRMZM2G137236","GO:0006886"
"223","GRMZM2G137236","GO:0030117"
"224","GRMZM2G137236","GO:0005488"
"225","GRMZM2G137236","GO:0005886"
"226","GRMZM2G137236","GO:0030131"
"227","GRMZM2G061280","GO:0000166"
"228","GRMZM2G061280","GO:0019900"
"229","GRMZM2G061280","GO:0032588"
"230","GRMZM2G061280","GO:0032456"
"231","GRMZM2G061280","GO:0005886"
"232","GRMZM2G061280","GO:0015031"
"233","GRMZM2G061280","GO:0007264"
"234","GRMZM2G061280","GO:0005525"
"235","GRMZM2G061287","GO:0000079"
"236","GRMZM2G061287","GO:0019901"
"237","GRMZM2G061287","GO:0051301"
"238","GRMZM2G061287","GO:0005634"
"239","GRMZM2G403554","GO:0003924"
"240","GRMZM2G403554","GO:0005525"
"241","GRMZM2G075260","GO:0005515"
"242","GRMZM2G090493","GO:0005515"
"243","GRMZM2G075265","GO:0016758"
"244","GRMZM2G075265","GO:0005789"
"245","GRMZM2G107807","GO:0048767"
"246","GRMZM2G107807","GO:0005829"
"247","GRMZM2G107807","GO:0016036"
"248","GRMZM2G107807","GO:0008270"
"249","GRMZM2G107807","GO:0005515"
"250","GRMZM2G107807","GO:0055065"
"251","GRMZM2G107807","GO:0035064"
"252","GRMZM2G107807","GO:0046872"
"253","GRMZM2G083797","GO:0005515"
"254","GRMZM2G025037","GO:0016567"
"255","GRMZM2G025037","GO:0004842"
"256","GRMZM2G025037","GO:0000151"
"257","GRMZM2G025037","GO:0005515"
"258","GRMZM2G025031","GO:0046686"
"259","GRMZM2G025031","GO:0009570"
"260","GRMZM2G025031","GO:0004853"
"261","GRMZM2G025031","GO:0006779"
"262","GRMZM2G401784","GO:0006221"
"263","GRMZM2G401784","GO:0003883"
"264","GRMZM2G137582","GO:0005634"
"265","GRMZM2G137582","GO:0019005"
"266","GRMZM2G137582","GO:0005515"
"267","GRMZM2G137582","GO:0009723"
"268","GRMZM2G405203","GO:0007568"
"269","GRMZM2G405203","GO:0010016"
"270","GRMZM2G405203","GO:0005515"
"271","GRMZM2G405203","GO:0005634"
"272","GRMZM2G405203","GO:0000151"
"273","GRMZM2G405203","GO:0009416"
"274","GRMZM2G405203","GO:0009934"
"275","GRMZM2G405203","GO:0009414"
"276","GRMZM2G405203","GO:0009926"
"277","GRMZM2G405203","GO:0007275"
"278","GRMZM2G117207","GO:0016020"
"279","GRMZM2G071010","GO:0006974"
"280","GRMZM2G071010","GO:0016881"
"281","GRMZM2G071010","GO:0031372"
"282","GRMZM2G071010","GO:0006301"
"283","GRMZM5G822593","GO:0034440"
"284","GRMZM5G822593","GO:0016702"
"285","GRMZM5G822593","GO:0005515"
"286","GRMZM5G822593","GO:0005886"
"287","GRMZM5G822593","GO:0046872"
"288","GRMZM5G822593","GO:0055114"
"289","GRMZM2G090725","GO:0016772"
"290","GRMZM2G090725","GO:0006468"
"291","GRMZM2G090725","GO:0005524"
"292","GRMZM2G090725","GO:0004672"
"293","GRMZM2G090722","GO:0003824"
"294","GRMZM2G090722","GO:0009507"
"295","GRMZM2G090722","GO:0009089"
"296","GRMZM2G090722","GO:0008152"
"297","GRMZM2G090722","GO:0008836"
"298","GRMZM2G097113","GO:0005975"
"299","GRMZM2G097113","GO:0016868"
"300","GRMZM5G811593","GO:0006857"
"301","GRMZM5G811593","GO:0005215"
"302","GRMZM5G811593","GO:0016020"
"303","GRMZM5G811593","GO:0006810"
"304","GRMZM5G811593","GO:0016021"
"305","GRMZM2G389416","GO:0055114"
"306","GRMZM2G389416","GO:0016491"
"307","GRMZM2G441722","GO:0042626"
"308","GRMZM2G441722","GO:0016021"
"309","GRMZM2G441722","GO:0006200"
"310","GRMZM2G441722","GO:0000166"
"311","GRMZM2G441722","GO:0016887"
"312","GRMZM2G441722","GO:0055085"
"313","GRMZM2G441722","GO:0005524"
"314","GRMZM2G106177","GO:0016021"
"315","GRMZM2G106172","GO:0046983"
"316","GRMZM2G106172","GO:0008171"
"317","GRMZM2G106172","GO:0032259"
"318","GRMZM2G455909","GO:0006952"
"319","GRMZM2G455909","GO:0043531"
"320","GRMZM5G844629","GO:0046686"
"321","GRMZM5G844629","GO:0009737"
"322","GRMZM5G844629","GO:0005886"
"323","GRMZM2G134396","GO:0004435"
"324","GRMZM2G134396","GO:0009737"
"325","GRMZM2G134396","GO:0006629"
"326","GRMZM2G134396","GO:0005634"
"327","GRMZM2G134396","GO:0009793"
"328","GRMZM2G134396","GO:0006188"
"329","GRMZM2G134396","GO:0035556"
"330","GRMZM2G134396","GO:0003876"
"331","GRMZM2G134396","GO:0005829"
"332","GRMZM2G134396","GO:0007165"
"333","GRMZM2G067421","GO:0046872"
"334","GRMZM2G067421","GO:0030001"
"335","GRMZM2G543959","GO:0006904"
"336","GRMZM2G543959","GO:0016192"
"337","GRMZM2G067424","GO:0016758"
"338","GRMZM2G067424","GO:0008152"
"339","GRMZM2G108586","GO:0005886"
"340","GRMZM2G108588","GO:0006351"
"341","GRMZM2G108589","GO:0010216"
"342","GRMZM2G108589","GO:0048573"
"343","GRMZM2G108589","GO:0034720"
"344","GRMZM2G108589","GO:0005634"
"345","GRMZM2G108589","GO:0009910"
"346","GRMZM2G108589","GO:0032453"
"347","GRMZM2G108589","GO:0005515"
"348","GRMZM2G432926","GO:0031625"
"349","GRMZM2G432926","GO:0009737"
"350","GRMZM2G432926","GO:0009414"
"351","GRMZM2G432926","GO:0005773"
"352","GRMZM2G432926","GO:0005215"
"353","GRMZM2G432926","GO:0016020"
"354","GRMZM2G432926","GO:0015250"
"355","GRMZM2G432926","GO:0080170"
"356","GRMZM2G432926","GO:0006810"
"357","GRMZM2G432926","GO:0009506"
"358","GRMZM2G432926","GO:0009507"
"359","GRMZM2G076796","GO:0045454"
"360","GRMZM2G076796","GO:0015035"
"361","GRMZM2G076796","GO:0009055"
"362","GRMZM2G091456","GO:0004506"
"363","GRMZM2G091456","GO:0050660"
"364","GRMZM2G091456","GO:0016021"
"365","GRMZM2G091456","GO:0055114"
"366","GRMZM2G091456","GO:0016491"
"367","GRMZM2G447379","GO:0003824"
"368","GRMZM2G447379","GO:0046872"
"369","GRMZM2G131329","GO:0005794"
"370","GRMZM2G131329","GO:0006486"
"371","GRMZM2G131329","GO:0016021"
"372","GRMZM2G131329","GO:0016020"
"373","GRMZM2G131329","GO:0030246"
"374","GRMZM2G131329","GO:0008378"
"375","GRMZM2G131329","GO:0016757"
"376","GRMZM2G131321","GO:0005787"
"377","GRMZM2G131321","GO:0008233"
"378","GRMZM2G131321","GO:0016021"
"379","GRMZM2G131321","GO:0005783"
"380","GRMZM2G131321","GO:0006465"
"381","GRMZM2G426553","GO:0008380"
"382","GRMZM2G131324","GO:0000166"
"383","GRMZM2G138494","GO:0008168"
"384","GRMZM2G138494","GO:0032259"
"385","GRMZM2G138494","GO:0008033"
"386","GRMZM2G148176","GO:0080079"
"387","GRMZM2G148176","GO:0005975"
"388","GRMZM2G148176","GO:0080083"
"389","GRMZM2G148176","GO:0047668"
"390","GRMZM2G148176","GO:0080081"
"391","GRMZM2G148176","GO:0003824"
"392","GRMZM2G148176","GO:0022626"
"393","GRMZM2G148176","GO:0080082"
"394","GRMZM2G148176","GO:0009505"
"395","GRMZM2G337686","GO:0008312"
"396","GRMZM2G337686","GO:0006614"
"397","GRMZM2G337686","GO:0048500"
"398","GRMZM2G103273","GO:0005975"
"399","GRMZM2G103273","GO:0004553"
"400","GRMZM2G046011","GO:0022625"
"401","GRMZM2G046011","GO:0005622"
"402","GRMZM2G046011","GO:0003735"
"403","GRMZM2G046011","GO:0006412"
"404","GRMZM2G103270","GO:0046872"
"405","GRMZM2G103270","GO:0008270"
"406","GRMZM2G103270","GO:0005515"
"407","GRMZM2G459811","GO:0005737"
"408","GRMZM2G459811","GO:0030544"
"409","GRMZM2G459811","GO:0005488"
"410","GRMZM2G459811","GO:0009651"
"411","GRMZM2G459811","GO:0009408"
"412","AC197242.3_FG001","GO:0016747"
"413","GRMZM5G843368","GO:0009570"
"414","GRMZM5G843368","GO:0016671"
"415","GRMZM5G843368","GO:0009416"
"416","GRMZM5G843368","GO:0008047"
"417","GRMZM5G843368","GO:0006662"
"418","GRMZM5G843368","GO:0009507"
"419","GRMZM5G843368","GO:0015035"
"420","GRMZM5G843368","GO:0045454"
"421","GRMZM5G843368","GO:0043085"
"422","GRMZM5G843368","GO:0009055"
"423","GRMZM2G457415","GO:0005643"
"424","GRMZM2G457415","GO:0008565"
"425","GRMZM2G457415","GO:0006886"
"426","GRMZM2G457415","GO:0005488"
"427","AC214168.3_FG001","GO:0003700"
"428","AC214168.3_FG001","GO:0006355"
"429","AC214168.3_FG001","GO:0005667"
"430","GRMZM2G457411","GO:0008270"
"431","GRMZM2G457411","GO:0005515"
"432","GRMZM2G088951","GO:0009617"
"433","GRMZM2G088951","GO:0005975"
"434","GRMZM2G088951","GO:0005618"
"435","GRMZM2G088951","GO:0004553"
"436","GRMZM2G088951","GO:0048046"
"437","GRMZM2G088951","GO:0008152"
"438","GRMZM2G088951","GO:0005773"
"439","GRMZM2G088951","GO:0009409"
"440","GRMZM2G166145","GO:0005794"
"441","GRMZM2G166145","GO:0050660"
"442","GRMZM2G166145","GO:0055114"
"443","GRMZM2G166145","GO:0005886"
"444","GRMZM2G166145","GO:0009506"
"445","GRMZM2G166145","GO:0016491"
"446","GRMZM2G166141","GO:0048046"
"447","GRMZM2G166141","GO:0046872"
"448","GRMZM2G166141","GO:0030145"
"449","GRMZM2G166141","GO:0045735"
"450","GRMZM2G044527","GO:0009737"
"451","GRMZM2G044527","GO:0016192"
"452","GRMZM2G044527","GO:0006886"
"453","GRMZM2G044527","GO:0005886"
"454","GRMZM2G044527","GO:0005484"
"455","GRMZM2G171818","GO:0046983"
"456","GRMZM2G005480","GO:0045454"
"457","GRMZM2G171816","GO:0005215"
"458","GRMZM2G171816","GO:0016020"
"459","GRMZM2G171816","GO:0006810"
"460","GRMZM2G171810","GO:0003899"
"461","GRMZM2G171810","GO:0006351"
"462","GRMZM2G171810","GO:0003677"
"463","GRMZM2G400694","GO:0006468"
"464","GRMZM2G400694","GO:0009751"
"465","GRMZM2G400694","GO:0005886"
"466","GRMZM2G400694","GO:0030246"
"467","GRMZM2G400694","GO:0005739"
"468","GRMZM2G400694","GO:0000166"
"469","GRMZM2G400694","GO:0004675"
"470","GRMZM2G400694","GO:0004674"
"471","GRMZM2G400694","GO:0005524"
"472","GRMZM2G400694","GO:0007178"
"473","GRMZM2G103490","GO:0005634"
"474","GRMZM2G103490","GO:0005543"
"475","GRMZM2G103490","GO:0005545"
"476","GRMZM2G103490","GO:0048268"
"477","GRMZM2G103490","GO:0030276"
"478","GRMZM2G103490","GO:0005886"
"479","GRMZM2G103490","GO:0030118"
"480","GRMZM2G103490","GO:0005829"
"481","GRMZM2G463464","GO:0006468"
"482","GRMZM2G463464","GO:0016772"
"483","GRMZM2G463464","GO:0000166"
"484","GRMZM2G463464","GO:0004674"
"485","GRMZM2G463464","GO:0005509"
"486","GRMZM2G463464","GO:0005886"
"487","GRMZM2G463464","GO:0009789"
"488","GRMZM2G463464","GO:0005524"
"489","GRMZM2G429695","GO:0016021"
"490","GRMZM2G429695","GO:0006810"
"491","GRMZM5G822426","GO:0045454"
"492","GRMZM5G822426","GO:0005515"
"493","GRMZM2G041549","GO:0046872"
"494","GRMZM2G041549","GO:0008270"
"495","GRMZM2G041549","GO:0005515"
"496","GRMZM2G041544","GO:0004674"
"497","GRMZM2G041544","GO:0006468"
"498","GRMZM2G041544","GO:0016772"
"499","GRMZM2G041544","GO:0005524"
"500","GRMZM2G029478","GO:0016036"
"501","GRMZM2G029478","GO:0005515"
"502","GRMZM2G029479","GO:0055114"
"503","GRMZM2G029479","GO:0004601"
"504","GRMZM2G029479","GO:0020037"
"505","GRMZM2G029479","GO:0006979"
"506","GRMZM2G036609","GO:0006541"
"507","GRMZM2G036609","GO:0048046"
"508","GRMZM2G036609","GO:0006807"
"509","GRMZM2G036609","GO:0009416"
"510","GRMZM2G036609","GO:0009941"
"511","GRMZM2G036609","GO:0009570"
"512","GRMZM2G036609","GO:0016020"
"513","GRMZM2G036609","GO:0016041"
"514","GRMZM2G036609","GO:0005739"
"515","GRMZM2G036609","GO:0046872"
"516","GRMZM2G036609","GO:0080114"
"517","GRMZM2G036609","GO:0055114"
"518","GRMZM2G036609","GO:0009507"
"519","GRMZM2G036609","GO:0008652"
"520","GRMZM2G036609","GO:0051538"
"521","GRMZM2G036609","GO:0097054"
"522","GRMZM2G036609","GO:0009853"
"523","GRMZM2G036609","GO:0006537"
"524","GRMZM2G163519","GO:0016758"
"525","GRMZM2G163519","GO:0008152"
"526","GRMZM2G047875","GO:0006812"
"527","GRMZM2G047875","GO:0016021"
"528","GRMZM2G047875","GO:0015299"
"529","GRMZM2G047875","GO:0055085"
"530","GRMZM2G323013","GO:0008270"
"531","GRMZM2G323013","GO:0005515"
"532","AC203041.3_FG005","GO:0055114"
"533","AC203041.3_FG005","GO:0004601"
"534","AC203041.3_FG005","GO:0020037"
"535","AC203041.3_FG005","GO:0006979"
"536","GRMZM5G847287","GO:0003682"
"537","GRMZM5G847287","GO:0003677"
"538","GRMZM2G005028","GO:0003676"
"539","GRMZM2G072890","GO:0006950"
"540","GRMZM2G072892","GO:0005773"
"541","GRMZM2G072892","GO:0005794"
"542","GRMZM2G072892","GO:0016021"
"543","GRMZM2G072892","GO:0009506"
"544","GRMZM2G072894","GO:0003950"
"545","GRMZM2G100913","GO:0005515"
"546","GRMZM2G100913","GO:0046872"
"547","GRMZM2G100913","GO:0008270"
"548","GRMZM2G100913","GO:0003676"
"549","GRMZM2G100913","GO:0005622"
"550","GRMZM2G100911","GO:0016772"
"551","GRMZM2G100911","GO:0006468"
"552","GRMZM2G100911","GO:0005886"
"553","GRMZM2G100911","GO:0005524"
"554","GRMZM2G100911","GO:0004672"
"555","GRMZM2G120971","GO:0005634"
"556","GRMZM2G120971","GO:0006351"
"557","GRMZM2G120971","GO:0003677"
"558","GRMZM2G027068","GO:0009941"
"559","GRMZM2G027068","GO:0046983"
"560","GRMZM2G130749","GO:0009941"
"561","GRMZM2G130749","GO:0016020"
"562","GRMZM2G130749","GO:0007568"
"563","GRMZM2G130749","GO:0005783"
"564","GRMZM2G130749","GO:0005789"
"565","GRMZM2G130749","GO:0016021"
"566","GRMZM2G130749","GO:0009737"
"567","GRMZM2G130749","GO:0016746"
"568","GRMZM2G130749","GO:0009749"
"569","GRMZM2G130749","GO:0009409"
"570","GRMZM2G130749","GO:0019432"
"571","GRMZM2G130749","GO:0045995"
"572","GRMZM2G130749","GO:0009651"
"573","GRMZM2G130749","GO:0008374"
"574","GRMZM2G130749","GO:0005975"
"575","GRMZM2G130749","GO:0004144"
"576","GRMZM2G130749","GO:0010030"
"577","GRMZM2G135513","GO:0008270"
"578","GRMZM2G135513","GO:0005515"
"579","GRMZM2G451716","GO:0003676"
"580","GRMZM2G451716","GO:0000166"
"581","GRMZM2G130746","GO:0005634"
"582","GRMZM2G130746","GO:0000786"
"583","GRMZM2G130746","GO:0003677"
"584","GRMZM2G130746","GO:0046982"
"585","GRMZM2G130746","GO:0005694"
"586","GRMZM2G130746","GO:0006334"
"587","GRMZM2G045732","GO:0006950"
"588","GRMZM2G045732","GO:0005634"
"589","GRMZM2G045732","GO:0002238"
"590","GRMZM2G045732","GO:0005829"
"591","GRMZM2G045732","GO:0005886"
"592","GRMZM2G141084","GO:0046872"
"593","GRMZM2G141084","GO:0008270"
"594","GRMZM2G141084","GO:0005515"
"595","AC200210.1_FG006","GO:0003824"
"596","AC200210.1_FG006","GO:0046872"
"597","AC200210.1_FG006","GO:0005739"
"598","AC200210.1_FG006","GO:0009507"
"599","GRMZM2G701930","GO:0005524"
"600","GRMZM2G013331","GO:0006952"
"601","GRMZM2G013331","GO:0016787"
"602","GRMZM2G013331","GO:0030598"
"603","GRMZM2G013331","GO:0017148"
"604","GRMZM2G022252","GO:0008652"
"605","GRMZM2G022252","GO:0016853"
"606","GRMZM2G022252","GO:0003949"
"607","GRMZM2G022252","GO:0008152"
"608","GRMZM2G022252","GO:0000105"
"609","GRMZM2G022252","GO:0009507"
"610","GRMZM2G161913","GO:0016020"
"611","GRMZM2G161913","GO:0009910"
"612","GRMZM2G161913","GO:0016571"
"613","GRMZM2G161913","GO:0045893"
"614","GRMZM2G161913","GO:0005515"
"615","GRMZM2G402341","GO:0046872"
"616","GRMZM2G402341","GO:0008270"
"617","GRMZM2G402341","GO:0005515"
"618","GRMZM2G030606","GO:0009941"
"619","GRMZM2G030606","GO:0009534"
"620","GRMZM2G030606","GO:0009507"
"621","GRMZM2G022258","GO:0008565"
"622","GRMZM2G022258","GO:0009553"
"623","GRMZM2G022258","GO:0009555"
"624","GRMZM2G022258","GO:0005643"
"625","GRMZM2G022258","GO:0006886"
"626","GRMZM2G022258","GO:0009860"
"627","GRMZM2G022258","GO:0005488"
"628","GRMZM2G022258","GO:0009846"
"629","GRMZM2G022258","GO:0005829"
"630","GRMZM2G022258","GO:0009506"
"631","GRMZM5G841855","GO:0004435"
"632","GRMZM5G841855","GO:0006629"
"633","GRMZM5G841855","GO:0008081"
"634","GRMZM5G841855","GO:0007165"
"635","GRMZM5G841855","GO:0005515"
"636","GRMZM5G841855","GO:0035556"
"637","GRMZM2G016677","GO:0019898"
"638","GRMZM2G016677","GO:0009654"
"639","GRMZM2G016677","GO:0005509"
"640","GRMZM2G016677","GO:0015979"
"641","GRMZM2G016671","GO:0005737"
"642","GRMZM2G016671","GO:0006468"
"643","GRMZM2G016671","GO:0005634"
"644","GRMZM2G016671","GO:0000166"
"645","GRMZM2G016671","GO:0004674"
"646","GRMZM2G016671","GO:0005524"
"647","GRMZM2G016671","GO:0009507"
"648","GRMZM5G864001","GO:0046872"
"649","GRMZM5G864001","GO:0008270"
"650","GRMZM5G864001","GO:0005515"
"651","GRMZM2G126447","GO:0006511"
"652","GRMZM2G126447","GO:0008270"
"653","GRMZM2G126447","GO:0004221"
"654","GRMZM2G126443","GO:0005515"
"655","GRMZM2G136960","GO:0009535"
"656","GRMZM2G136960","GO:0071486"
"657","GRMZM2G136960","GO:0009611"
"658","GRMZM2G136960","GO:0071492"
"659","GRMZM2G074496","GO:0043531"
"660","GRMZM2G324544","GO:0005773"
"661","GRMZM2G324544","GO:0005774"
"662","GRMZM2G324544","GO:0005886"
"663","GRMZM2G126852","GO:0007264"
"664","GRMZM2G126852","GO:0005525"
"665","GRMZM2G324540","GO:0005730"
